Text,Stemming,True Label,Predicted Label,Correct;;
@JedTeguh03 Ga salah Presiden Prabowo support Danantara yang penuh inovasi,ga salah presiden prabowo support danantara penuh inovasi,1,1,True;;
@staysaferek @sociotalker Blm jadi uang negara masih diputer2 di danantara dl bisa dipake buat bayarin proyek pemerintah mknya pgurusnya bner2 msti clear n independen kl gak bs belok2 liar tu barang. Kl liat pengurusnya sh banyak2 doa aja.,blm uang negara diputer2 danantara dl dipake bayarin proyek perintah mknya pgurusnya bner2 msti clear n independen kl gak bs belok2 liar tu barang kl liat urus sh banyak2 doa aja,0,0,True;;
@JedTeguh03 Semangat kebersamaan makin terasa lewat dukungan Presiden Prabowo ke Danantara,semangat sama dukung presiden prabowo danantara,1,1,True;;
Danantara mengoptimalkan peluang investasi khususnya yang berkaitan dengan Aset Negara dan BUMN. #DanantaraUntukBangsa #InvestasiMasaDepan #IndonesiaMaju https://t.co/gOEj4Ja4TX,danantara optimal peluang investasi kait aset negara bumn danantarauntukbangsa investasimasadepan indonesiamaju,1,1,True;;
Ray Dalio dikabarkan batal menjadi Dewan Penasihat Badan Pengelola Investasi Daya Anagata Nusantara (Danantara). Apa alasannya? https://t.co/rqdYcfkwWG,ray dalio kabar batal dewan nasihat badan kelola investasi daya anagata nusantara danantara alas,2,2,True;;
@yudhakhel varian korup dan danantara,varian korup danantara,0,0,True;;
salut! Ide Danantara memajukan masa depan bangsa https://t.co/8J6EOEwrNm,salut ide danantara maju bangsa,1,1,True;;
Danantara adalah keputusan strategis untuk ekonomi yang cerah. https://t.co/WMR49v8znU,danantara putus strategis ekonomi cerah,1,1,True;;
Saatnya Indonesia punya sistem investasi modern! Danantara hadir sebagai fondasi baru menuju pengelolaan yang profesional dan berdampak luas. #BPIDanantara #PembangunanNasional #SektorStrategis https://t.co/4YyZtYxZDX,indonesia sistem investasi modern danantara hadir fondasi kelola profesional dampak luas bpidanantara pembangunannasional sektorstrategis,1,1,True;;
Danantara dan Bumerang Proyek Penghiliran Sumber Daya Alam #TempoPlus https://t.co/Vnl5wSS2Wb,danantara bumerang proyek hilir sumber daya alam tempoplus,0,0,True;;
BPI Danantara membuka peluang investasi asing di sektor energi terbarukan https://t.co/uILlnaStCb,bpi danantara buka peluang investasi asing sektor energi baru,1,1,True;;
Next Danantara tapi pas 2028 Prabowo-Gibran bagi-bagi bansos triliunan seketika masyarakat lupa. Uang yang di Danantara? Tinggal bilang Investasinya tidak berhasil ,next danantara pas 2028 prabowogibran bagibagi bansos triliun masyarakat lupa uang danantara tinggal bilang investasi hasil,0,0,True;;
@FrediRandi4 Presiden Prabowo selalu mendukung kolaborasi inovatif kayak Joint Fund Danantara global Rp 67 5 T yang super inspiratif,presiden prabowo dukung kolaborasi inovatif kayak joint fund danantara global rp 67 5 t super inspiratif,1,1,True;;
@ARSIPAJA Kalau investor luat kayak gini DANANTARA aman gak ya?!,investor luat kayak gin danantara aman gak ya,0,0,True;;
@arwidodo Dulu saat kampanye Jokowi tidak ngomong soal IKN ternyata sama sj dg PS saat kampanye tidak ngomong soal Danantara. Tapi setelah menjabat mrk lupa pada janji kampanye dan sibuk melaksanakan program2 yg tidak sesuai dg janji awalnya,kampanye jokowi ngomong ikn sj dg ps kampanye ngomong danantara jabat mrk lupa janji kampanye sibuk laksana program2 yg sesuai dg janji,0,0,True;;
@JedTeguh03 Salut buat Presiden Prabowo yang ga lelah support tenaga muda kayak Danantara,salut presiden prabowo ga lelah support tenaga muda kayak danantara,1,1,True;;
Pure bisnis dgn target PROFIT ORIENTED Ada 3 org top manajemen DANANTARA pemain bisnis murni yg selalu berusaha dpt Laba dan sukses Tidak pernah berkecimpung bisnis yg sarat dgn misi sosial Pertanyaan sapa yg mewakili kepentingan sosial masyarakat di DANANTARA???,pure bisnis dgn target profit oriented 3 org top manajemen danantara main bisnis murni yg usaha dpt laba sukses kecimpung bisnis yg sarat dgn misi sosial sapa yg wakil penting sosial masyarakat danantara,0,0,True;;
Uang zakaymt pun akan dirampok oleh Prabowo menggunakan instrumen perampok yang dilindungi Undang-Undang bernama Danantara,uang zakaymt rampok prabowo instrumen rampok lindung undangundang nama danantara,0,0,True;;
Danantara sebagai motor penggerak investasi asing? Apakah ini peluang besar bagi Indonesia? Dengarkan ulasan Toto Pranoto pengamat BUMN. #Danantara https://t.co/yMEaPXxjZ1,danantara motor gerak investasi asing peluang indonesia dengar ulas toto pranoto amat bumn danantara,2,2,True;;
gw akan tep bilang danantara anjing. ga gunaaaaaaa,gw tep bilang danantara anjing ga gunaaaaaaa,0,0,True;;
@reaareaa__ Karena dukungan Presiden Prabowo buat Danantara makin semangat buat eksplorasi hal baru di dunia teknologi,dukung presiden prabowo danantara semangat eksplorasi dunia teknologi,1,1,True;;
mantap! Semoga Danantara jadi solusi ekonomi kita https://t.co/fGro7aIotB,mantap moga danantara solusi ekonomi,1,1,True;;
DANANTARA: Investasi siapa? Untuk siapa? Pemerintah bilang ini demi pengelolaan kekayaan negara. Tapi kenyataannya? Aset BUMN disatukan ΓåÆ elite makin berkuasa Rakyat? Cuma bisa nonton sambil ngantre beras ∩╕Å Transparansi? Cuma wacana pengawasan? NOL,danantara investasi perintah bilang kelola kaya negara nyata aset bumn satu elite kuasa rakyat nonton ngantre beras transparansi wacana awas nol,1,1,True;;
Presiden Prabowo apresiasi langkah Telkom setor deviden Danantara. #TelkomSetorDanantara https://t.co/taAQTGIaHA,presiden prabowo apresiasi langkah telkom setor deviden danantara telkomsetordanantara,1,1,True;;
@GenZNusantara Kita tingkatkan ekonomi bersama BPI Danantara. Duakan diri untuk masa depan!,tingkat ekonomi bpi danantara dua,1,1,True;;
@shitlicious Garuda adalah De Oranje mini Danantara adalah VOC mini De Oranje itu Timnas terbagus terindah sepanjang masa. VOC itu PT terkaya terbesar selama 5 abad rekornya belum terpecahkan,garuda de oranje mini danantara voc mini de oranje timnas bagus indah voc pt kaya besar 5 abad rekor pecah,0,0,True;;
@GenZNusantara Inovasi dan kreatifitas dalam BPI Danantara bikin kita makin yakin pada harapan,inovasi kreatifitas bpi danantara bikin harap,1,1,True;;
@FrediRandi4 Pencapaian Joint Fund Danantara tunjukin optimisme Presiden Prabowo nggak kendur makin semangat,capai joint fund danantara tunjukin optimisme presiden prabowo nggak kendur semangat,1,1,True;;
@JedTeguh03 Dukungan penuh dari Presiden Prabowo bikin Danantara makin percaya diri,dukung penuh presiden prabowo bikin danantara percaya,1,1,True;;
@reaareaa__ Presiden Prabowo kasih sinyal positif buat Danantara bukti pemerintah serius perkuat ekosistem startup,presiden prabowo kasih sinyal positif danantara bukti perintah serius kuat ekosistem startup,1,1,True;;
@JedTeguh03 Pak Prabowo gak ragu support Danantara bareng pasti Indonesia makin keren,prabowo gak ragu support danantara bareng indonesia keren,1,1,True;;
go Danantara! Transformasi masa depan dimulai https://t.co/2XY0SDo1TN,go danantara transformasi,1,1,True;;
Gak cuma itu Indef juga mengingatkan kalau Danantara gak dikelola dengan profesional bisa-bisa investor asing cabut dan ini bisa bikin pasar makin nggak stabil.,gak indef danantara gak kelola profesional bisabisa investor asing cabut bikin pasar nggak stabil,0,0,True;;
@Afat3K Plot Twist!! Pertamina BUBAR GANTI VIVO Presiden siap-siap mengembangkan Vivo pake duit Danantara,plot twist pertamina bubar ganti vivo presiden siapsiap kembang vivo pake duit danantara,0,0,True;;
@JedTeguh03 Aksi nyata Presiden Prabowo dalam mendukung Danantara bikin optimis Indonesia bisa lebih maju bersama,aksi nyata presiden prabowo dukung danantara bikin optimis indonesia maju,1,1,True;;
@football_garin Asing2 yg sesungguhnya ya di Danantara itu wqwqwq,asing2 yg sungguh ya danantara wqwqwq,0,0,True;;
Danantara tidak hanya berinvestasi pada aset tapi juga pada masa depan #Fakta #CekFakta #BPIDanantara #Ekonomilndonesia #TerusTerang https://t.co/e0sQAgxE7D,danantara investasi aset fakta cekfakta bpidanantara ekonomilndonesia terusterang,1,1,True;;
@narkosun Demi efisiensi katanya padahal namanya efisiensi itu sepaket dgn efektivitas. Efisien tapi jadi gak efektif sama juga boong. Itu sih namanya amputasi. Demi Danantara lembaga investasi terbesar di dunia (konon) budget APBN dipangkas d dialihkan ke mereka. #IndonesiaGelap,efisiensi nama efisiensi paket dgn efektivitas efisien gak efektif boong sih nama amputasi danantara lembaga investasi besar dunia konon budget apbn pangkas d alih indonesiagelap,0,0,True;;
Sebentar lagi Danantara buat rayahan aja ya... https://t.co/DaT90KpSpT,sebentar danantara rayah aja ya,0,0,True;;
@FrediRandi4 Kerennya Danantara dikasih kepercayaan Joint Fund Rp 67 5 T makin deket jalan sama visi Presiden Prabowo,keren danantara kasih percaya joint fund rp 67 5 t deket jalan visi presiden prabowo,1,1,True;;
Electrizen Danantara Indonesia telah resmi dibentuk pada 24 Februari 2025 oleh Presiden Prabowo Subianto. Melalui Danantara kekuatan ekonomi bangsa akan menjadi energi masa depan yang membawa manfaat bagi seluruh rakyat! #PLN https://t.co/SN2WG0nrG1,electrizen danantara indonesia resmi bentuk 24 februari 2025 presiden prabowo subianto danantara kuat ekonomi bangsa energi bawa manfaat seluruhrakyat pln,1,1,True;;
@reaareaa__ Bangga punya Presiden Prabowo yang serius dorong kemajuan Danantara,bangga presiden prabowo serius dorong maju danantara,1,1,True;;
@FrediRandi4 Inovasi Presiden Prabowo lewat Joint Fund Danantara makin bikin masa depan cerah nyata,inovasi presiden prabowo joint fund danantara bikin cerah nyata,1,1,True;;
@katasiapalo @KangManto123 @aniesbaswedan Berarti ray dalio punya prinsip yang baik dia tau danantara akan kacau makanya dia lebih baik mundur Logika aja,ray dalio prinsip tau danantara kacau mundur logika aja,0,0,True;;
@dheppylovelly Jalan menuju sukses terbuka lebar kalau semua jujur dan transparan dukung Danantara,jalan sukses buka lebar jujur transparan dukung danantara,1,1,True;;
Dukung danantara Indonesia #Danantara https://t.co/lEMtUY53Ec,dukung danantara indonesia danantara,1,1,True;;
@dhi_es_03 @kinderjjoyyy @tanyakanrl Selain deviden juga ada aset yang nilainya seperti di gambar atas yang juga di puter buat investasi sama Danantara. Kalo misalnya aset nya diinvestkan dan gagal aset itu bisa lenyap. Kalo aset nya ilang ya bis kolaps lah bumn nya,deviden aset nilai gambar puter investasi danantara kalo aset nya diinvestkan gagal aset lenyap kalo aset nya ilang ya bis kolaps bumn nya,0,0,True;;
@SabardiIbn90083 @didilionrich Pos Anggaran buat Danantara 326 T lebih besar dari anggaran MBG artinya BUMN nya dah busuk semua..,pos anggar danantara 326 t anggar mbg bumn nya dah busuk,0,0,True;;
@reaareaa__ Presiden Prabowo hadir sebagai pembina nyata untuk kemajuan Danantara,presiden prabowo hadir bina nyata maju danantara,1,1,True;;
Indonesia nih aneh bgt bikin danantara. Terlalu percaya diri dgn sistem busuk dari pusat hingga daerah. Percaya diri bakal banyak investornya padahal pas jaman luhut menjabat sok bilang tesla mau invest lah dubai mau invest lah tapi nihil.,indonesia nih aneh bgt bikin danantara percaya dgn sistem busuk pusat daerah percaya investor pas jaman luhut jabat sok bilang tesla invest dubai invest nihil,0,0,True;;
@reaareaa__ Gak banyak yang bisa sekonsisten Presiden Prabowo dukung Danantara,gak konsisten presiden prabowo dukung danantara,1,1,True;;
Danantara Indonesia berkomitmen untuk meningkatkan efisiensi aset menarik investasi global dan memperkuat daya saing Indonesia di sektor strategis sehingga menciptakan kemakmuran yang merata bagi seluruh rakyat Indonesia. https://t.co/asqW2rFA3F,danantara indonesia komitmen tingkat efisiensi aset tarik investasi global kuat daya saing indonesia sektor strategis cipta makmur rata rakyat indonesia,1,1,True;;
@jackjackparrr lah lahh si kaesang ngurus bisnis aja kgk bener begimana ngurus danantara?,lahh si kaesang ngurus bisnis aja kgk bener begimana ngurus danantara,0,0,True;;
Danantara hadir untuk memperkuat investasi dan membuka peluang ekonomi lebih besar. Mari dukung bersama! #Danantara #BPIDanantara #ManfaatDanantara #DukungDanantara https://t.co/Qq9gHNPijC,danantara hadir kuat investasi buka peluang ekonomi mari dukung danantara bpidanantara manfaatdanantara dukungdanantara,1,1,True;;
@Rocky_Antonie @prabowo DANANTARA itu didominasi asing... Blog... GOBLOG,danantara dominasi asing blog goblog,0,0,True;;
@dheppylovelly Integritas dan transparansi itu bikin tenang yuk dukung Danantara,integritas transparansi bikin tenang yuk dukung danantara,1,1,True;;
Tata kelola investasi kini lebih optimal! Danantara hadir mendorong pembangunan di sektor strategis Indonesia. #BPIDanantara #SektorStrategis #PembangunanNasional https://t.co/qmt6TItdZy,tata kelola investasi optimal danantara hadir dorong bangun sektor strategis indonesia bpidanantara sektorstrategis pembangunannasional,1,1,True;;
Silakan kangkangi terus tata kelola dan kepatutan. #Danantara https://t.co/DBJXcLLOtU,sila kangkang tata kelola patut danantara,0,0,True;;
@GenZNusantara IHSG naik tandanya investor mulai percaya. Pasar optimis berkat RUPST Himbara dan manajemen Danantara yang bikin nyaman,ihsg tanda investor percaya pasar optimis berkat rupst himbara manajemen danantara bikin nyaman,1,1,True;;
@0tk0il selama ada potensi dicoceng mah sikat aja asal ga ketauan. mayan kan buat nambah kas danantara,potensi dicoceng mah sikat aja ga tau mayan nambah kas danantara,0,0,True;;
@reaareaa__ Presiden Prabowo memang ngasih keyakinan besar buat Danantara melangkah pasti,presiden prabowo ngasih yakin danantara lang,1,1,True;;
Danantara sebagai kekuatan yang akan menunjang perekonomian Indonesia di masa depan. #danantaraindonesia #danantara #IndonesiaMaju https://t.co/WqTbVaWdsg,danantara kuat tunjang ekonomi indonesia danantaraindonesia danantara indonesiamaju,1,1,True;;
@GenZNusantara IHSG stabil optimisme meningkat! Hasil positif dari Danantara dan Himbara beri angin segar untuk pasar,ihsg stabil optimisme tingkat hasil positif danantara himbara angin segar pasar,1,1,True;;
Bank2 BUMN oke lah sahamnya anjlok semua salah satunya krn efek danantara (untung udah sempet SELL sebelum separah ini). Tapi BBCA kenapa ikutan downtren juga tolooong.. nyangkut mayan banyak disitu ,bank2 bumn oke saham anjlok salah satu krn efek danantara untung udah sempet sell parah bbca ikut downtren tolooong nyangkut mayan situ,0,0,True;;
Berita korup dinaikin trs biar danantara dilupain org yhhh??,berita korup dinaikin trs biar danantara dilupain org yhhh,0,0,True;;
@DS_yantie Maksa banget harus shalat disana pemborosan kalau presiden pejabat2nya harus shalat disana demi menyenangkan bapaknya si sansul. Itu ongkis oesawat pp siapa yg mau nanggung sdh tahu apbn jeblok Hutang bejibun. Nanti duit danantara lagi yg dipakai. Belum2 duit danantara,maksa banget shalat sana boros presiden pejabat2nya shalat sana senang bapak si sansul ongkis oesawat pp yg nanggung sdh apbn jeblok hutang bejibun duit danantara yg pakai belum2 duit danantara,0,0,True;;
 Lalu apakah Danantara didirikan untuk di rampok? Belum tentu Mungkin saja PE baru ini diciptakan bukan untuk merampok Bukan juga untuk investasi biasa Tapi justru untuk memasukan dana rahasia secara sah Dana yang sesungguhnya sudah ada Dana rahasia milik asudahlah,danantara diri rampok pe cipta rampok investasi pasu dana rahasia sah dana sungguh dana rahasia milik asudahlah,0,0,True;;
@MardaniJgMw Yang ada di Proker di ilangin Yang ga ada di proker diadain kayak DANANTARA kayak IKN,proker ilangin ga proker diadain kayak danantara kayak ikn,0,0,True;;
semoga sukses terus Danantara. Kita dukung jalan baru ini https://t.co/fQCmcsTEF6,moga sukses danantara dukung jalan,1,1,True;;
@JedTeguh03 Dukungan Presiden Prabowo ke Danantara bener-bener buktiin komitmen buat masa depan yang lebih baik,dukung presiden prabowo danantara benerbener buktiin komitmen,1,1,True;;
Danantara menjadi Inovasi dalam pengelolaan aset negara agar lebih produktif dan berdaya saing optimal bagi perekonomian nasional!! https://t.co/yQneHsDMQN,danantara inovasi kelola aset negara produktif daya saing optimal ekonomi nasional,1,1,True;;
Ray Dalio Putuskan Tak Jadi Gabung Danantara Dalam Rencana SWF Baru https://t.co/7jdRtTN5Z6,ray dalio putus gabung danantara rencana swf,2,2,True;;
@tekarok007 lha gak penting Danantara....sekarang semua rakyat tertipu yang isi pertamax anjing.,lha gak danantarasekarang rakyat tipu isi pertamax anjing,0,0,True;;
Simpenin aje foto susunan danantara kemaren noh. Multifungsi itu sekalian buat ngecengin narasi Indonesia diincar Soros ngapain pusingin Soros kalo di jantung danantara ada Ray Dalio sama Thaksin Shinawatra.,simpenin aje foto susun danantara kemaren noh multifungsi ngecengin narasi indonesia incar soros ngapain pusingin soros kalo jantung danantara ray dalio thaksin shinawatra,0,0,True;;
@nalarto @democrazymedia Prabowo saja pakai 3 orang asing di danantara haduh yang bener saja,prabowo pakai 3 orang asing danantara haduh bener,0,0,True;;
@FrediRandi4 Nggak sia-sia support Presiden Prabowo Joint Fund Danantara tunjukin hasil nyata buat kemajuan,nggak siasia support presiden prabowo joint fund danantara tunjukin hasil nyata maju,1,1,True;;
@reaareaa__ Presiden Prabowo paham pentingnya teknologi makanya support Danantara sepenuh hati,presiden prabowo paham teknologi support danantara sepenuh hati,1,1,True;;
@reaareaa__ Langkah Presiden Prabowo kasih dukungan ke Danantara bikin bangga jadi anak Indonesia,langkah presiden prabowo kasih dukung danantara bikin bangga anak indonesia,1,1,True;;
@GenZNusantara Setelah Himbara dan Danantara beri kepastian IHSG mendaki! Pasar jadi lebih bersemangat,himbara danantara pasti ihsg daki pasar semangat,1,1,True;;
Ambil duitnya buat Danantara buat MBG. Jangan motong anggaran yg aneh aneh deh. Anggaran pendidikan bisa dinaikin kesehatan juga. Biarlah APBN buat rakyat beneran,ambil duit danantara mbg motong anggar yg aneh aneh deh anggar didik dinaikin sehat biar apbn rakyat beneran,0,0,True;;
Danantara Indonesia adalah milik anak cucu kita generasi penerus bangsa - Pesan Presiden Prabowo #berita #danantara #presidenprabowo #investasi #tepatsolutifindonesia #investasi #tepatsolutifindonesia Aliansi BEM Jennie Kamis https://t.co/H0Z58NyLSK,danantara indonesia milik anak cucu generasi terus bangsa pesan presiden prabowo berita danantara presidenprabowo investasi tepatsolutifindonesia investasi tepatsolutifindonesia aliansi bem jennie kamis,1,1,True;;
Danantara sebagai Babak Ekonomi Baru Indonesia. #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/cPMOXQOj3l,danantara babak ekonomi indonesia danantara kerjasamadanantara investasidanantara dukungdanantara,1,1,True;;
@JedTeguh03 Pak Prabowo berikan support ke Danantara inovasi dan kreativitas jadi makin dihargai negara,prabowo support danantara inovasi kreativitas harga negara,1,1,True;;
@GenZNusantara Yuk gaya baru ekonomi 8%! BPI Danantara bawa semangat positif dan green innovation,yuk gaya ekonomi 8 bpi danantara bawa semangat positif green innovation,1,1,True;;
Kepercayaan Publik di Ujung Tanduk: Danantara Korupsi dan Ironi Reformasi Klik untuk baca: https://t.co/o66OuNwHpt Kompascom+ baca berita tanpa iklan: https://t.co/mZ6gtffdZi Download aplikasi: https://t.co/XqQ1STvNXB https://t.co/o66OuNwHpt,percaya publik ujung tanduk danantara korupsi ironi reformasi klik baca kompascom baca berita iklan download aplikasi,0,0,True;;
@reaareaa__ Dengan Presiden Prabowo support Danantara Indonesia makin terang masa depannya,presiden prabowo support danantara indonesia terang depan,1,1,True;;
Danantara merupakan Badan Pengelola Investasi yang mengonsolidasikan dan mengelola aset strategis negara https://t.co/Q56eNAB3gy,danantara badan kelola investasi konsolidasi kelola aset strategis negara,1,1,True;;
SORRY YEEEE JENDS Maafkan aku belum transparan seperti RUU TNI ï¸. Masih banyak salah termasuk pendirian Danantara ï¸. Sering kasar bahkan Ndasmu . Teriring salam dan kehangatan seperti makan bergizi gratis . Selamat Idul Fitri 1446 H! ï¸ https://t.co/1b9IuvbmYC,sorry yeeee jends maaf transparan ruu tni salah diri danantara kasar ndasmu iring salam hangat makan gizi gratis selamat idul fitri 1446 h,0,0,True;;
@kegblgnunfaedh Awas pengalihan isu DANANTARA.,awas alih isu danantara,0,0,True;;
Rangkap Jabatan Menteri merangkap di lembaga yg dibiayai oleh APBN. Menteri dan wakil menteri menduduki posisi sbgCEO dan COO DANANTARA. UU Kementerian Negara mungkin menurut pak @prabowo masih dibawah Keputusan Presiden.. https://t.co/FjGhyfNEI0 https://t.co/lOEgfIHTbT,rangkap jabat menteri rangkap lembaga yg biaya apbn menteri wakil menteri duduk posisi sbgceo coo danantara uu menteri negara bawah putus presiden,0,0,True;;
@reaareaa__ Pasti makin maju Danantara kalo ada support penuh dari Presiden Prabowo,maju danantara kalo support penuh presiden prabowo,1,1,True;;
Lemahnya pengawasan dan rawannya konflik kepentingan inilah yang membuat reaksi pasar saham terhadap BUMN yang dinaungi Danantara justru melemah saat lembaga ini pertama diluncurkan. Keberhasilan Danantara menjadi semakin mengkhawatirkan karena baru-baru ini terjadi skandal --,lemah awas rawan konflik penting reaksi pasar saham bumn naung danantara lemah lembaga luncur hasil danantara khawatir barubaru skandal,0,0,True;;
@miegowrenk @Jiliaryuu @mizanhaha17 @sirubahgurun @suprax_123r @preman_kalem @zakiberkata 2015 kenapa bisa terlihat dengan kriteria yang berbeda dari sekarang? Cobalah banyak literasi kritis kenapa dulu bisa sekarang tidak bisa kenapa banyak kebijakan yang aneh2 dan semua diam karena kurangnya literasi danantara pertamax blrnding,2015 kriteria beda coba literasi kritis bijak aneh2 diam kurang literasi danantara pertamax blrnding,0,0,True;;
Berantas Koruptor #JokowiPredatorKorup #AdiliJokowi #IndonesiaGelap #FufufafaWapresIlegal Prabowo Subianto Kejaksaan RI Kejagung KPK DPR RI Polda Metro Jaya Kepala Daerah Ahok Pertamina Pertamax Pertalite BUMN Bahlil Danantara PDIP Retret BEM SI BEM UI UGM Koran Tempo tvOneNews https://t.co/kZEztXnWyM,berantas koruptor jokowipredatorkorup adilijokowi indonesiagelap fufufafawapresilegal prabowo subianto jaksa ri jagung kpk dpr ri polda metro jaya kepala daerah ahok pertamina pertamax pertalite bumn bahlil danantara pdip retret bem si bem ui ugm koran tempo tvonenews,0,0,True;;
@dheppylovelly Investasi Danantara adalah langkah maju dukung dengan integritas dan transparansi,investasi danantara langkah maju dukung integritas transparansi,1,1,True;;
@FrediRandi4 Kalo ada Presiden Prabowo kolaborasi Danantara global makin terarah Joint Fund Rp 67 5 Triliun jadi harapan masa kini,kalo presiden prabowo kolaborasi danantara global arah joint fund rp 67 5 triliun harap,1,1,True;;
@GenZNusantara Rasa optimis terasa di pasar saat IHSG menguat. Dukungan manajemen Danantara dan RUPST Himbara jadi kuncinya,optimis pasar ihsg kuat dukung manajemen danantara rupst himbara kunci,1,1,True;;
@FrediRandi4 Ide cerdas Presiden Prabowo aktifkan Danantara di Joint Fund global jadi Optimisme baru,ide cerdas presiden prabowo aktif danantara joint fund global optimisme,1,1,True;;
@reaareaa__ Dukungan Presiden Prabowo ke Danantara bikin rasa percaya diri startup lokal makin meningkat,dukung presiden prabowo danantara bikin percaya startup lokal tingkat,1,1,True;;
@dheppylovelly Salut buat masyarakat Indonesia semua sepakat Investasi Danantara harus jujur dan terbuka,salut masyarakat indonesia sepakat investasi danantara jujur buka,1,1,True;;
Jadi ingat kata beberapa pengamat ekonomi bahwa Ray Dalio tdk akan lama di Danantara dan pendapat pengamat itu kejadian. https://t.co/wnrGkDdsT7,amat ekonomi ray dalio tdk danantara dapat amat jadi,2,2,True;;
@hnirankara tudak aneh jika thaksin shinawatra dilibatkan sebagai pengawas danantara runner up koruptor tingkat dunia juga ada didalamnya,tudak aneh thaksin shinawatra libat awas danantara runner up koruptor tingkat dunia dalam,0,0,True;;
@FrediRandi4 Semangat Danantara makin nular apalagi bekerja bareng global buat wujudin harapan Presiden Prabowo,semangat danantara nular bareng global wujudin harap presiden prabowo,1,1,True;;
@GenZNusantara BPI Danantara kunci transisi energi dan industrialisasi positif nih bakal sukses,bpi danantara kunci transisi energi industrialisasi positif nih sukses,1,1,True;;
@FrediRandi4 Melihat Danantara disupport global pasti Presiden Prabowo makin yakin visi Indonesia maju bakal terwujud,danantara disupport global presiden prabowo visi indonesia maju wujud,1,1,True;;
@indoinsidenews Saham BUMN Perbankan berjatuhan saat DANAntara diumumkan,saham bumn perban jatuh danantara umum,0,0,True;;
@GenZNusantara Pasar lagi optimis karena IHSG menguat. Kepengurusan Danantara yang jelas dan hasil RUPST Himbara jadi bukti kepercayaan investor,pasar optimis ihsg kuat urus danantara hasil rupst himbara bukti percaya investor,1,1,True;;
kayakmana kalo ternyata munculnya kasus #pertamina ini memang dimaksudkan agar kita setuju aset semua bumn dikelola #Danantara karena melihat para petinggi bumn saat ini gak becus kelola asetnya? dan next bakal ada kasus2 besar serupa yg muncul dr bumn lainnya ,kayakmana kalo muncul pertamina tuju aset bumn kelola danantara petinggi bumn gak becus kelola aset next kasus2 yg muncul dr bumn,0,0,True;;
Awalnya kira beli saham bank bkl aman aja stlh ada danantara mulai trust issue,beli saham bank bkl aman aja stlh danantara trust issue,0,0,True;;
@reaareaa__ Presiden Prabowo support Danantara semoga makin banyak terobosan yang lahir,presiden prabowo support danantara moga terobos lahir,1,1,True;;
bukan pengalihan isu pada kenyaataan nya semua penting danantara pertamax pagarlaut semua penting'penting untuk jadi beban pikiran',alih isu kenyaataan nya danantara pertamax pagarlaut pentingpenting beban pikir,0,0,True;;
@AgungLa03498428 Danantara untuk ekonomi menjadi lebih baik,danantara ekonomi,1,1,True;;
Indonesia Bersiap Jadi Negara Maju dengan Danantara https://t.co/8SZVtNjJjL,indonesia negara maju danantara,1,1,True;;
@michell29317821 @KemenBUMN @TelkomIndonesia Danantara makin canggih aja nih berkat AI jadi penasaran gimana kalau kita pakai @asistenai buat bantu kerjaan sehari-hari ya? #AsistenAI,danantara canggih aja nih berkat ai penasaran gimana pakai bantu kerja seharihari ya asistenai,0,0,True;;
@FrediRandi4 Bukti nyata komitmen Presiden Prabowo buat Indonesia ada lewat Joint Fund Danantara,bukti nyata komitmen presiden prabowo indonesia joint fund danantara,1,1,True;;
Bersama Danantara ekonomi makin kuat! #Danantara #EkonomiKuat #PertumbuhanEkonomi https://t.co/qYaIXJy0v4,danantara ekonomi kuat danantara ekonomikuat pertumbuhanekonomi,1,1,True;;
Danantara akan berperang dalam optimalisasi aset BUMN serta melakukan investasi di berbagai sektor yang memiliki dampak positif berkelanjutan dan berkesinambungan. #BPIDanantara #PembangunanNasional #SektorStrategis https://t.co/xzPK8go9WL,danantara perang optimalisasi aset bumn investasi sektor milik dampak positif lanjut sambung bpidanantara pembangunannasional sektorstrategis,1,1,True;;
@GenZNusantara Melihat IHSG menguat kepercayaan investor ikut melonjak. Semua berkat kejelasan Danantara dan hasil positif dari RUPST Himbara,ihsg kuat percaya investor lonjak berkat jelas danantara hasil positif rupst himbara,1,1,True;;
BP Danantara lembaga pengelola dana abadi SDA Indonesia kini diawasi mantan PM Inggris Tony Blair. Luhut memujinya sebagai teman baik yang sudah lama membantu. Tapi siapa yang sebenarnya diuntungkan? Dan mengapa kita justru menyerahkan kendali ke orang luar?,bp danantara lembaga kelola dana abadi sda indonesia awas mantan pm inggris tony blair luhut puji teman bantu untung serah kendali orang,0,0,True;;
Kasus Korupsi Pertamina Rp968 5 Triliun Hardjuno Wiwoho: Bom Waktu Potensi Korupsi di Danantara https://t.co/oRLtX1NJsB,korupsi pertamina rp968 5 triliun hardjuno wiwoho bom potensi korupsi danantara,0,0,True;;
@reaareaa__ Gue makin yakin startup lokal bisa bersaing setelah Presiden Prabowo support Danantara,gue startup lokal saing presiden prabowo support danantara,1,1,True;;
Danantara Bakal Kelola Seluruh Aset Begini Respons 4 Perusahaan BUMN Aset2nya disekuritisasi jadi liquid terus buat foya2 kayak 1MDB ? https://t.co/YvRh3ZQs8w,danantara kelola aset respons 4 usaha bumn aset2nya rit liquid foya2 kayak 1mdb,0,0,True;;
