Text,Stemming,True Label,Predicted Label,Correct
Kehadiran danantara membuat inovasi lebih mudah ditemukan dan digerakkan untuk ekonomi #DanantaraBangunNegeri Danantara Terpercaya,hadir danantara inovasi mudah temu gerak ekonomi danantarabangunnegeri danantara percaya,1,1,True
@AsahPolaPikir malah jadi buzzer kocak. Biasanya kritis semua sisi dibahas. Sekarang malah ngebuzzer. Kok ga dijelasin kalo danantara juga bakal susah diawasin??? Kalo pengelolaan baik pasti bakal bagus. Di awal udah jelek gimana pas dijalaninnya ntar???,buzzer kocak kritis sisi bahas ngebuzzer ga dijelasin kalo danantara susah diawasin kalo kelola bagus udah jelek gimana pas dijalaninnya ntar,0,0,True
@reaareaa__ Saran dan semangat dari Presiden Prabowo ke Danantara berperan banget buat pertumbuhan,saran semangat presiden prabowo danantara peran banget tumbuh,1,1,True
@prabowo Bacot aja gedek kerja kosong Buktikan jangan omon doank gedek Di kabinet anda banyak koruptor didalam nya dan sekarang danantara banyak orang bekas koruptor anda ini lagi mimpi atau ngigo sih bahkan manusia terkorup pun jadi pengawas dimana ceritanya anda mau berantas koruptor,bacot aja gedek kerja kosong bukti omon doank gedek kabinet koruptor dalam nya danantara orang bekas koruptor mimpi ngigo sih manusia korup awas mana cerita berantas koruptor,0,0,True
@JedTeguh03 Salut sama cara Presiden Prabowo bantu Danantara buat maju bareng,salut presiden prabowo bantu danantara maju bareng,1,1,True
@JedTeguh03 Bangga punya pemimpin kayak Presiden Prabowo yang support Danantara dengan sepenuh hati,bangga pimpin kayak presiden prabowo support danantara sepenuh hati,1,1,True
Dari danantara Indonesia Mendunia #Danantara #investasimaju #Investasiuntuknegeri #indonesiaemas #dukungdanantara #indonesiaemas2045 https://t.co/E73C3zeu4s,danantara indonesia dunia danantara investasimaju investasiuntuknegeri indonesiaemas dukungdanantara indonesiaemas2045,1,1,True
Tahukah Kamu? Danantara hadir sebagai kekuatan dan energi baru bagi masa depan Indonesia. Ayo Kita Dukung Bersama Danantara! #Danantara #BPIDanantara https://t.co/utikJZjIvs,tahu danantara hadir kuat energi indonesia ayo dukung danantara danantara bpidanantara,1,1,True
@xapAAApax @pagarkewarasan @tempodotco @prabowo Ente sendiri yg bilang bussiness plan pengelolaan nya memang beda. Y jelas treatment nya ga bisa disamakan. Seperti naik sepeda di jalan turunan dan tanjakan. Akan beda metode satunya d rem yg lain di gas. Jd jangan berharap menyamakan kontrol antara temasek dan danantara,ente yg bilang bussiness plan kelola nya beda y treatment nya ga sama sepeda jalan turun tanjak beda metode satu d rem yg gas jd harap sama kontrol temasek danantara,0,0,True
dari semua kekacauan yang ada presiden yg terhormat cuma fokus ke danantara doang. menurut gw bulan mei negara ini ga bubar mah udah alhamdulillah.,kacau presiden yg hormat fokus danantara doang gw mei negara ga bubar mah udah alhamdulillah,0,0,True
@cuukdaniels @NarasiNewsroom Sepertinya ini pertanyaan yg perlu dianalisa dengan baik ... Bisa jadi pengalihan issue kita lihat Danantara tak terlihat disini dan semua bicara soal Oplosan Pertamina ...,yg dianalisa alih issue lihat danantara bicara oplos pertamina,0,0,True
tiba-tiba KPK show off masif begini. iya ini real case dan kita harus kawal tapi timing-nya itu lho yang mencurigakan. jangankan Danantara pagar laut apa kabar?,tibatiba kpk show off masif iya real case kawal timingnya lho curiga danantara pagar laut kabar,0,0,True
@dheppylovelly Harapannya Investasi Danantara bakal terus transparan dan berkembang,harap investasi danantara transparan kembang,1,1,True
@Dandhy_Laksono Jangan lupain danantara bang diliat liat akun2 buzzer tumben ini goreng kasus ginian jor joran ,lupain danantara bang liat liat akun2 buzzer tumben goreng ginian jor joran,0,0,True
@GenZNusantara Bersama IHSG yang naik investor makin happy. Kejelasan Danantara dan hasil RUPST Himbara jadi kuncinya,ihsg investor happy jelas danantara hasil rupst himbara kunci,1,1,True
@hnirankara pemilihan pengawas danantara orang asing menunjukan mental inlander pemimpin bangsa ini nilai 11/100 sangat valid,pilih awas danantara orang asing tunjuk mental inlander pimpin bangsa nilai 11100 valid,0,0,True
@Andiarief__ Tenang aja bro kan ada Danantara tuk kesejahteraan pejabat eh maksudnya rakyat,tenang aja bro danantara tuk sejahtera jabat eh maksud rakyat,0,0,True
Mr @erickthohir Menteri @KemenBUMN Ngawasin @pertamina saja ngga becus Hingga Jebol kerugian negara 1000 T Now .. jadi Pengawas di Danantara #DipaksaSehatDiNegaraYangLagiSekarat https://t.co/YFTvsY80lo,mr menteri ngawasin ngga becus jebol rugi negara 1000 t now awas danantara dipaksasehatdinegarayanglagisekarat,0,0,True
abis nontonin ini baru tahu ada Koperasi Merah Putih selain DANANTARA. Semua sama diadain dulu baru dibikin UU-nya. mendengar DPR isinya tukar menukar kepentingan penguasa dan abai aspirasi rakyat menguatkan berjuang dari dalam is total bullshit! https://t.co/w4xYjnDPPz,abis nontonin koperasi merah putih danantara diadain bikin uunya dengar dpr isi tukar tukar penting kuasa abai aspirasi rakyat kuat juang is total bullshit,0,0,True
@gibran_tweet SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI ï¸ Masih banyak salah seperti pendirian Danantara ï¸ Acap berkata kasar dan mengucapkan Ndasmu Teriring salam dan kehangatan yang dapat memenuhi raga seperti Makan Bergizi Gratis Oke Gas,sorry yeeee maaf transparan buat ruu tni salah diri danantara acap kasar ndasmu iring salam hangat penuh raga makan gizi gratis oke gas,0,0,True
@FrediRandi4 Keren banget ngeliat Presiden Prabowo dorong Danantara bareng global Joint Fund Rp 67 5 T bikin peluang makin terbuka,keren banget ngeliat presiden prabowo dorong danantara bareng global joint fund rp 67 5 t bikin peluang buka,1,1,True
@dhi_es_03 @kinderjjoyyy @tanyakanrl Selain deviden juga ada aset yang nilainya seperti di gambar atas yang juga di puter buat investasi sama Danantara. Kalo misalnya aset nya diinvestkan dan gagal aset itu bisa lenyap. Kalo aset nya ilang ya bis kolaps lah bumn nya,deviden aset nilai gambar puter investasi danantara kalo aset nya diinvestkan gagal aset lenyap kalo aset nya ilang ya bis kolaps bumn nya,0,0,True
Danantara malah diisi mantan koruptor dan finalis OCCRP OMON - OMON,danantara isi mantan koruptor final occrp omon omon,0,0,True
gk mau suudzon. tp kalo udh begini gw yakin nih danantara bakal kyk 1mdb tp semoga gk ya walopun....,gk suudzon tp kalo udh gw nih danantara kyk 1mdb tp moga gk ya walopun,0,0,True
Garuda yg super mahal rugi PLN yg monopoli rugi PERTAMINA yg monopoli juga sama rugi terus kita disuruh percaya sama danantara gituuuu .??,garuda yg super mahal rugi pln yg monopoli rugi pertamina yg monopoli rugi suruh percaya danantara gituuuu,0,0,True
@JedTeguh03 Salut sama Presiden Prabowo yang visioner dalam dukung Danantara,salut presiden prabowo visioner dukung danantara,1,1,True
@GenZNusantara BPI Danantara akan bikin investment opportunity lebih banyak yay for new jobs!,bpi danantara bikin investment opportunity yay for new jobs,1,1,True
@banjarbase YAHAHA DUIT KM MASUK KE DANANTARA DAH HAPUKK,yahaha duit km masuk danantara dah hapukk,0,0,True
semangat buat tim Danantara dan Jalan Baru keren abis https://t.co/byQlP56WJt,semangat tim danantara jalan keren abis,1,1,True
Danantara akan berperang dalam optimalisasi aset BUMN serta melakukan investasi di berbagai sektor yang memiliki dampak positif berkelanjutan dan berkesinambungan. #BPIDanantara #PembangunanNasional #SektorStrategis https://t.co/xzPK8go9WL,danantara perang optimalisasi aset bumn investasi sektor milik dampak positif lanjut sambung bpidanantara pembangunannasional sektorstrategis,1,1,True
@JedTeguh03 Presiden Prabowo emang top selalu kasih dukungan buat Danantara dan generasi muda,presiden prabowo emang top kasih dukung danantara generasi muda,1,1,True
@ARSIPAJA prabowo habis cuci mata pake pertamax oplosan makanya yang diliat jadi pada burek semua ALIAS LU GA LIAT APA RAKYAT LU NGANTRI GAS MELON SAMPE ADA YANG M**I DEMO DI MANA-MANA MEDIA INTERNASIONAL BERITAIN NEGARA LU YG ANCUR INI FINALIS OCCRP LU MASUKKIN DANANTARA️,prabowo habis cuci mata pake pertamax oplos liat burek alias lu ga liat rakyat lu ngantri gas melon sampe mi demo manamana media internasional beritain negara lu yg ancur final occrp lu masukkin danantara,0,0,True
takut di potong buat danantara,takut potong danantara,0,0,True
Dony Oskaria yang jabat COO Danantara pamannya nagita slavi s bjirr woy gillaa?? Belum ada yg bahas kah Itu kebetulan apa titipan dah,dony oskaria jabat coo danantara paman nagita slavi s bjirr woy gillaa yg bahas kah titip dah,0,0,True
lu dimintain duit buat beli kunci jawaban UNBK biar nilai UN lu bagus dan mereka ngejual kata kompak satu angkatan. si danantara ini jadi pengumpul duit nya plus nyariin kunci jawabannya. sedangkan tanpa sadar lu tau soal UNBK itu acak alias pejabat lu ada gila gila nya,lu dimintain duit beli kunci unbk biar nilai un lu bagus ngejual kompak angkat si danantara kumpul duit nya plus nyariin kunci jawab sadar lu tau unbk acak alias jabat lu gila gila nya,0,0,True
@faizalassegaf Eee..sudah kerjanya bobrok diangkat lagi ngirus danantara..menar2 bangke kelakuan ni rezim..revolusi atau referendum?,eeesudah kerja bobrok angkat ngirus danantaramenar2 bangke laku ni rezimrevolusi referendum,0,0,True
@reaareaa__ Harmony banget lihat Presiden Prabowo dan Danantara saling support demi kemajuan bareng,harmony banget lihat presiden prabowo danantara support maju bareng,1,1,True
@reaareaa__ Presiden Prabowo support Danantara jadi makin yakin teknologi kita gak kalah sama luar,presiden prabowo support danantara teknologi gak kalah,1,1,True
@GenZNusantara IHSG menguat bikin kepercayaan pada pasar meningkat. Semua berkat kejelasan Danantara dan hasil RUPST Himbara,ihsg kuat bikin percaya pasar tingkat berkat jelas danantara hasil rupst himbara,1,1,True
@GenZNusantara BPI Danantara bawa kita lebih dekat ke pertumbuhan ekonomi yang lebih sehat. Cheers!,bpi danantara bawa tumbuh ekonomi sehat cheers,1,1,True
@hansssolo Simpan dulu kemarahannya masih ada Danantara yg sdh meluncur https://t.co/9mxw7Or7rh,simpan marah danantara yg sdh luncur,0,0,True
Peluncuran Danantara bukan hanya sebuah badan pengelola Investasi melainkan harusjadi instrumen pembangunan nasional yang akan mengoptimalkan cara kita mengelola kekayaan Indonesia #DanantaraPorosInvestasi https://t.co/k39KeJ2eZo,luncur danantara badan kelola investasi harusjadi instrumen bangun nasional optimal kelola kaya indonesia danantaraporosinvestasi,1,1,True
"ga paham dengan narasi labelling antek asing ke orang-orang anti-rezim tapi di sisi lain ada kenyataan bahwa di dalam pengurus danantara udah jelas ada asingnya (dengan rekam jejak yang sangat buruk). kayak bagaimana cara rezim framing sikap warga sipil tuh goblok &amp; miskin ide,ga paham narasi labelling antek asing orangorang antirezim sisi nyata urus danantara udah asing rekam jejak buruk kayak rezim framing sikap warga sipil tuh goblok miskin ide,0,0,True"
@LeonPriceleon48 Danantara semoga lancarrr,danantara moga lancarrr,1,1,True
@FrediRandi4 Presiden Prabowo bikin sejarah baru Joint Fund Danantara bareng global senilai Rp 67 5 Triliun makin memperkuat Indonesia,presiden prabowo bikin sejarah joint fund danantara bareng global nila rp 67 5 triliun kuat indonesia,1,1,True
Presiden Prabowo apresiasi langkah Telkom setor deviden Danantara. #TelkomSetorDanantara https://t.co/taAQTGIaHA,presiden prabowo apresiasi langkah telkom setor deviden danantara telkomsetordanantara,1,1,True
Adalah picik kalau berharap Danantara ini utk BUMN lebih gesit dan spy dimanage lebih profesional. Semua asumsi dan tesis itu terbantahkan kalo posisinya diisi org dengan benturan kepentingan atau proxy dr partai lg. Yang ada hnya memperbesar cash cow yg sbenernya lg bleeding.,picik harap danantara utk bumn gesit spy dimanage profesional asumsi tesis bantah kalo posisi isi org bentur penting proxy dr partai lg hnya besar cash cow yg sbenernya lg bleeding,0,0,True
Kemaren sih ngomongnya enggak maen saham sahaman. Tapi sekarang bikin danantara yang masih satu domain Investasi . Negara apa sih ini,kemaren sih ngomongnya maen saham saham bikin danantara domain investasi negara sih,0,0,True
@GenZNusantara IHSG menunjukkan kinerja positif. Kejelasan dari Danantara dan hasil RUPST Himbara jadi vitaminnya pasar,ihsg kerja positif jelas danantara hasil rupst himbara vitamin pasar,1,1,True
Danantara Mendukung Kemajuan Perekonomian Indonesia #Fakta #CekFakta #BPIDanantara #Ekonomilndonesia #TerusTerang https://t.co/3JrScZ3h3T,danantara dukung maju ekonomi indonesia fakta cekfakta bpidanantara ekonomilndonesia terusterang,1,1,True
@RadioElshinta Ladang korupsi baru padahal koperasi sudah banyak ? #agrinas #danantara kepastian hukum dan bisnis Indonesia @BigAlphaID,ladang korupsi koperasi agrinas danantara pasti hukum bisnis indonesia,0,0,True
jadi mikir skenario bensin oplos - rakyat beralih ke swasta (lebih mahal) - pmerintah merasa rkyat mampu tnpa subsidi - hapus subsidi - alasan efisiensi - jual bensin mahal - cuan danantara,mikir skenario bensin oplos rakyat alih swasta mahal pmerintah rkyat tnpa subsidi hapus subsidi alas efisiensi jual bensin mahal cuan danantara,0,0,True
Prabowo Paparkan Kebijakan untuk Indonesia Berdikari Ekonomi: Devisa Hasil Ekspor hingga Danantara #devisa #kamis #prabowo #ekonomi #indonesia #danantara #kebijakan #bankemas #bank #beritanasional https://t.co/nN5Gj1Rf0F,prabowo papar bijak indonesia berdikari ekonomi devisa hasil ekspor danantara devisa kamis prabowo ekonomi indonesia danantara bijak bankemas bank beritanasional,1,1,True
@GenZNusantara IHSG naik podium bikin rasa pede investor makin solid. Kepastian manajemen Danantara dan hasil manis dari RUPST Himbara,ihsg podium bikin pede investor solid pasti manajemen danantara hasil manis rupst himbara,1,1,True
katanya kasus 'blending'nya pertamina terjadi periode 2018-2023 nyatanya baru diangkat sekarang dan bertepatan dengan #indonediagelap dan #danantara,blendingnya pertamina periode 20182023 angkat tepat indonediagelap danantara,0,0,True
@bacolumbia @starfess msuk danantara,msuk danantara,1,1,True
Aaaa merinding banget anak Paduan suaranya bawain lagu 'We Will Stay Behind You' https://t.co/XlqnPTrM1C,aaaa merinding banget anak padu suara bawain lagu we will stay behind you,0,0,True
@DMarginale @hansssolo Ngga la semu tergantung koneksi dong... Roslan aja bisa jadi ceo danantara... Kasus korupsi juga kan Kurang hebat apalagi tu di negeri tanpa harapan dan etika ini... Yaa minimal jadi wakil ketua partai kuning bisa laa,ngga la semu gantung koneksi roslan aja ceo danantara korupsi hebat tu negeri harap etika yaa minimal wakil ketua partai kuning laa,0,0,True
@kenhans03 Ini nutupin Danantara kah? Jadi kasus korupsi pelan pelan di up kasusnya. Yakin list dari kpk tuh udh banyak banget dikeluarkan untuk menutupi kasus yg rame..,nutupin danantara kah korupsi pelan pelan up kasus list kpk tuh udh banget keluar tutup yg rame,0,0,True
Danantara Hadir Untuk Mengoptialkan Pengelolaan Kekayaan Indonesia Demi Kesejahteraan Rakyat. https://t.co/LbzawjvWf6,danantara hadir mengoptialkan kelola kaya indonesia sejahtera rakyat,1,1,True
nuh uh worst case nya nanti admin bank akan dinaikkan apabila target danantara tidak mencapai harapan dan yg kena ya bank bank tsb,nuh uh worst case nya admin bank naik target danantara capai harap yg kena ya bank bank tsb,0,0,True
@JedTeguh03 Semoga dukungan Presiden Prabowo ke Danantara jadi inspirasi buat startup lainnya untuk maju,moga dukung presiden prabowo danantara inspirasi startup maju,1,1,True
@GenZNusantara Pasar saham bangkit IHSG positif! Kepastian dari Danantara dan RUPST Himbara membuat semua optimistis,pasar saham bangkit ihsg positif pasti danantara rupst himbara optimistis,1,1,True
korupsi timah korupsi pertamina pemangkasan anggaran MBG gajelas danantara fufufafa nyukur rambut anak sekolahan instead of bekerja sbgi wapres prabski ndasmu indonesia gelap luhut marah marah rakyat gamau bayar pajak kabur aja dulu indonesia... pick a struggle lah,korupsi timah korupsi pertamina mangkas anggar mbg gajelas danantara fufufafa nyukur rambut anak sekolah instead of sbgi wapres prabski ndasmu indonesia gelap luhut marah marah rakyat gamau bayar pajak kabur aja indonesia pick a struggle,0,0,True
@JedTeguh03 Salut sama aksi nyata Presiden Prabowo support Danantara di setiap kesempatan,salut aksi nyata presiden prabowo support danantara sempat,1,1,True
@ananotyou @tanyakanrl Gak sesederhana itu....klo Danantara salah kelola pasti berimbas pada bank ybs....ujungnya uang lu rada susah ngambilnya....pasti di tahan2 kayak nasabah bank yg di likuidasi ...,gak sederhana ituklo danantara salah kelola imbas bank ybsujungnya uang lu rada susah ngambilnyapasti tahan2 kayak nasabah bank yg likuidasi,0,0,True
@tekarok007 lha gak penting Danantara....sekarang semua rakyat tertipu yang isi pertamax anjing.,lha gak danantarasekarang rakyat tipu isi pertamax anjing,0,0,True
@GenZNusantara Indonesia kuat dan mandiri lebih pasti bareng BPI Danantara,indonesia kuat mandiri bareng bpi danantara,1,1,True
@reaareaa__ Presiden Prabowo sukses banget bikin Danantara makin eksis dan dihargai,presiden prabowo sukses banget bikin danantara eks harga,1,1,True
@JedTeguh03 Langkah Presiden Prabowo dukung Danantara patut diapresiasi jadi spirit buat generasi muda,langkah presiden prabowo dukung danantara patut apresiasi spirit generasi muda,1,1,True
@saniisas_ @Illustragic @tanyakanrl Aku kan ada tabungan rencana di livin itu danantara pake uang itu gasih? Tabungan rencana itu yg gabisa cair itu kak cairnya pas udh japo. Takut bgt itu uang buat anak sekolah,tabung rencana livin danantara pake uang gasih tabung rencana yg gabisa cair kak cair pas udh japo takut bgt uang anak sekolah,0,0,True
Berantas Koruptor #JokowiPredatorKorup #AdiliJokowi #IndonesiaGelap #FufufafaWapresIlegal Prabowo Subianto Kejaksaan RI Kejagung KPK DPR RI Polda Metro Jaya Kepala Daerah Ahok Pertamina Pertamax Pertalite BUMN Bahlil Danantara PDIP Retret BEM SI BEM UI UGM Koran Tempo tvOneNews https://t.co/kZEztXnWyM,berantas koruptor jokowipredatorkorup adilijokowi indonesiagelap fufufafawapresilegal prabowo subianto jaksa ri jagung kpk dpr ri polda metro jaya kepala daerah ahok pertamina pertamax pertalite bumn bahlil danantara pdip retret bem si bem ui ugm koran tempo tvonenews,0,0,True
Minta kok terus2an Udah dikasih : Laut Bensin Pertamina Tanah adat Uang Danantara Kini minta Emas Lama2 minta Kolor https://t.co/yhoYNwrXUa,terus2an udah kasih laut bensin pertamina tanah adat uang danantara emas lama2 kolor,0,0,True
@anassaputra2045 @yudhakhel Aku yang berdoa Danantara gagal dan kolaps lebih besar dari 1MDB Malaysia: https://t.co/eT5pnHpJbx,doa danantara gagal kolaps 1mdb malaysia,0,0,True
Danantara jelek,danantara jelek,0,0,True
@bengkeldodo sepele. ga sebanding sama yg ditilep DANANTARA PERTAMINA ANTAM ASABRI dll,sepele ga banding yg ditilep danantara pertamina antam asabri dll,0,0,True
SERU BANGET IS FGDNYA BAGAS DANANTARA ,seru banget is fgdnya bagas danantara,1,1,True
@tekarok007 NKRI Tapi sabang merauke Tergasai ke Asing. Danantara Uang rakyat Pengawasnya Bule plus Impor Koruptor dari Thailand? . https://t.co/FidSTkwrZi,nkri sabang merauke tergasai asing danantara uang rakyat awas bule plus impor koruptor thailand,0,0,True
Hah kalo tony blair masuk danantara apa public trust nggak semakin berkurang? He's a zionist dan dunia sekarang lagi memusuhi zionis. Iya emang zionis lagi menguasai dunia cuma dengan kita sebagai negara Pancasila agak nggak berperikemanusiaan nggak sih?,hah kalo tony blair masuk danantara public trust nggak kurang hes a zionist dunia musuh zionis iya emang zionis kuasa dunia negara pancasila nggak perikemanusiaan nggak sih,0,0,True
@hasyimmah @LeginoA58693 Bebalnya dirimu. Memang tidak lagi berkuasa tapi indikasi cawe2nya di pemerintahan cukup besar. Dan peran di Danantara????,bebal diri kuasa indikasi cawe2nya perintah peran danantara,0,0,True
@GenZNusantara Investasi inovatif dan tepat sasaran bersama BPI Danantara masa depan lebih cerah,investasi inovatif sasar bpi danantara cerah,1,1,True
@reaareaa__ Keren Presiden Prabowo selalu kasih support positif buat Danantara,keren presiden prabowo kasih support positif danantara,1,1,True
Muncullah kasus oplosan pertalite jadi Pertamax... Selama tu didiemin... Danantara diluncurkan diluncurkan jg kasus Pertamina oplos pertalite untuk memuluskan danantara agar masyarakat terlena dg isu oplos pertalite. #DanantaraKonspirasiJahat #indonesiagelap,muncul oplos pertalite pertamax tu didiemin danantara luncur luncur jg pertamina oplos pertalite mulus danantara masyarakat lena dg isu oplos pertalite danantarakonspirasijahat indonesiagelap,0,0,True
@GenZNusantara BPI Danantara adalah langkah kita menuju energi bersih dan industrialisasi yang terukur. Project it!,bpi danantara langkah energi bersih industrialisasi ukur project it,1,1,True
@GenZNusantara Dengan manajemen yang keren BPI Danantara mendorong ekonomi lebih kuat dan hijau,manajemen keren bpi danantara dorong ekonomi kuat hijau,1,1,True
lah anjir ex pm thailand jd salah satu penasihat e danantara????????????,anjir ex pm thailand jd salah nasihat e danantara,0,0,True
Danantara sebagai Babak Ekonomi Baru Indonesia #InvestasiDanantara #DukungDanantara https://t.co/5DdsZ1T80B,danantara babak ekonomi indonesia investasidanantara dukungdanantara,1,1,True
@JedTeguh03 Bangga banget punya Presiden Prabowo yang selalu support Danantara dan startup Indonesia lainnyaPresiden Prabowo keren banget selalu kasih dukungan buat Danantara supaya makin maju,bangga banget presiden prabowo support danantara startup indonesia lainnyapresiden prabowo keren banget kasih dukung danantara maju,1,1,True
@FrediRandi4 Keren banget upaya Danantara sejalan sama optimisme Presiden Prabowo masa depan jadi lebih terang,keren banget upaya danantara jalan optimisme presiden prabowo terang,1,1,True
@Shellanab 1 triliun 7 turunan kek ya ga abis2 deh Tapi ati2 nih pengalihan issue danantara (?),1 triliun 7 turun kek ya ga abis2 deh ati2 nih alih issue danantara,0,0,True
@reaareaa__ Presiden Prabowo bikin Danantara naik level,presiden prabowo bikin danantara level,1,1,True
@GenZNusantara Kabar IHSG menguat bikin investor makin percaya diri. Kejelasan Danantara dan hasil positif RUPST Himbara jadi pendukung utama,kabar ihsg kuat bikin investor percaya jelas danantara hasil positif rupst himbara dukung utama,1,1,True
@Chynthia_K Coba tanya ma pak @erickthohir menteri @KemenBUMN knp blom kelar2 mslh ini apalagi ada kasus pertamina jg. PSSI gagal juga... Apa danantara akan spt ini juga?!,coba ma menteri knp blom kelar2 mslh pertamina jg pssi gagal danantara spt,0,0,True
@GenZNusantara Optimisme sebesar Rp14 6 triliun BPI Danantara jadi motor penggerak ekonomi,optimisme rp14 6 triliun bpi danantara motor gerak ekonomi,1,1,True
Danantara hadir sebagai lembaga investasi strategis yang berperan dalam mengoptimalkan aset negara untuk mendorong pertumbuhan ekonomi. https://t.co/puTaNovYUp,danantara hadir lembaga investasi strategis peran optimal aset negara dorong tumbuh ekonomi,1,1,True
Bela presiden ngomong cabe bisa bela presiden ngesahin RUU TNI Danantara bungkam media pers KAGA BISA KAN LU? Terus lu bilang udah diluar topik?? YA LU KALO DEBAT HARUS PAHAM KENAPA BISA TERJADI HAL ITU,bela presiden ngomong cabe bela presiden ngesahin ruu tni danantara bungkam media pers kaga lu lu bilang udah luar topik ya lu kalo debat paham,0,0,True
Danantara sebagai Babak Ekonomi Baru Indonesia. #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/cPMOXQOj3l,danantara babak ekonomi indonesia danantara kerjasamadanantara investasidanantara dukungdanantara,1,1,True
@tempodotco Era seperti ini patut curiga gk nyampai tujuan Dibelokin ke danantara sih prasangks ku,era patut curiga gk nyampai tuju dibelokin danantara sih prasangks ku,0,0,True
Investasi jangka panjang butuh fondasi yang kokoh seperti Danantara. #Danantara #InvestasiNasional #BPIDanantara https://t.co/MMwYsutIqW,investasi jangka butuh fondasi kokoh danantara danantara investasinasional bpidanantara,1,1,True
@GenZNusantara Semangat! BPI Danantara dorong angka pertumbuhan ekonomi lebih tinggi mantul,semangat bpi danantara dorong angka tumbuh ekonomi mantul,1,1,True
@senjatanuklir Kirain mikirin rakyat kurang gizi ternyata buat danantara?????,kirain mikirin rakyat gizi danantara,0,0,True
@TirtoID Takut danantara,takut danantara,0,0,True
Danantara inovasi besar untuk kesejahteraan rakyat! ï¸ #Danantara #MajuBersama https://t.co/kbJp5OkmwL,danantara inovasi sejahtera rakyat danantara majubersama,1,1,True
@kiangiekwik Danantara kan jg udh naturalisasi koruptor ,danantara jg udh naturalisasi koruptor,0,0,True
@Dennysiregar7 Saham Bank2 BUMN yang jadi bagian Danantara itu pada nyungsep semua https://t.co/NRMWldcuxV,saham bank2 bumn danantara nyungsep,0,0,True
@reaareaa__ Langkah Presiden Prabowo memberikan dukungan ke Danantara bikin aku makin yakin sama masa depan industri lokal,langkah presiden prabowo dukung danantara bikin industri lokal,1,1,True
@FrediRandi4 Progres luar biasa Joint Fund Rp 67 5 T jadi buktikan visi besar Presiden Prabowo bareng Danantara makin connect global,progres joint fund rp 67 5 t bukti visi presiden prabowo bareng danantara connect global,1,1,True
Dengan semangat keberlanjutan BPI Danantara mendorong kerja sama global demi memperkuat ketahanan energi nasional lewat sumber terbarukan. #KetahananEnergi #InvestasiHijau #DanantaraMaju https://t.co/hlAnLu5vcy,semangat lanjut bpi danantara dorong kerja global kuat tahan energi nasional sumber baru ketahananenergi investasihijau danantaramaju,1,1,True
@aynnsyaa_ Bca aja sih agak ngeri klo bank negeri(mengingat danantara)mending cari bank swasta aja aku aja mau ganti ke bca:),bca aja sih ngeri klo bank negerimengingat danantaramending cari bank swasta aja aja ganti bca,0,0,True
@tempodotco Sebenarnya malah jadi jijik si apalagi pas ngeliat SBY ikut meresmikan Danantara.. era kejatuhan demokrat..,jijik si pas ngeliat sby resmi danantara era jatuh demokrat,0,0,True
@reaareaa__ Dukungan Presiden Prabowo ke Danantara bawa angin segar buat industri digital tanah air,dukung presiden prabowo danantara bawa angin segar industri digital tanah air,1,1,True
Pak SBY bener2 yeh beliau kmrin bilang di wawancara eksklusif Retno Pinasti SCTV ....presiden RI hanya satu yaitu pak Prabowo tidak ada matahari kembar jadi kita harus menghormati beliau . ah tp ternyata ga beda juga skrg sm Mul mulai join sana sini sejak Danantara kmrin,sby bener2 yeh beliau kmrin bilang wawancara eksklusif retno pasti sctv presiden ri prabowo matahari kembar hormat beliau ah tp ga beda skrg sm mul join danantara kmrin,0,0,True
@WSTWMYKY Bionya ganti dong danantara aja yang urus orang asing tuh ,bionya ganti danantara aja urus orang asing tuh,0,0,True
@CNNIndonesia Justru disinyalir gara gara ada Lu sama Burhanuddin eks Napi Koruptor di Danantara Dana Asing INSTANT HENGKANG 3 4 Triliun Pasca Danantara diluncurkan Lu itu rekam jejak rilis OCCRP nya jelek banget Bro .. Daripada cuma kasi saran ke Danantara .. better yu hengkang .. itu bakal https://t.co/KkScpEawZp,sinyalir gara gara lu burhanuddin eks napi koruptor danantara dana asing instant hengkang 3 4 triliun pasca danantara luncur lu rekam jejak rilis occrp nya jelek banget bro kasi saran danantara better yu hengkang,0,0,True
danantara harapan baru investasi energi yang ramah lingkungan https://t.co/bUNs5HVuyJ,danantara harap investasi energi ramah lingkung,1,1,True
@GenZNusantara Bayangkan IHSG naik bikin investor tersenyum. Semua gara-gara hasil positif RUPST Himbara dan kejelasan Danantara,bayang ihsg bikin investor senyum garagara hasil positif rupst himbara jelas danantara,1,1,True
@embersobat @facialwashh @bkpm tbh hedge fund mana yg mau masuk kalau modalnya dgn asset busuk. We all know that SoE's assets itu udah harus banyak yg di-write off. Itu pun posisinya sudah jadi collateral. Makanya akhirnya semua masuk Danantara karena sudah tipis yg bisa dileverage. Alasan tsb jd maksa,tbh hedge fund yg masuk modal dgn asset busuk we all know that soes assets udah yg diwrite off posisi collateral masuk danantara tipis yg dileverage alas tsb jd maksa,0,0,True
Danantara akan optimalkan pengelolaan kekayaan Indonesia https://t.co/XqsWuZ9F97,danantara optimal kelola kaya indonesia,1,1,True
