full_text,label
@ahse75 @Boediantar4 Bank bumn di pastikan ? Enggak semua BTN gak ikut danantara,2
Danantara Diluncurkan IHSG Diprediksi Menguat Indeks Harga Saham Gabungan (IHSG) Bursa Efek Indonesia (BEI) pada Senin (24/32/2025) diperkirakan bergerak menguat di tengah peresmian Badan Pengelola Investasi (BPI) Daya Anagata Nusantara (Danantara). https://t.co/jYz95wsH1Q https://t.co/EnjBOP423l,1
Danantara Bisa Jadi Katalisator Peningkatan Investasi Badan Pengelola Investasi (BPI) Daya Anagata Nusantara (Danantara) dapat menjadi katalisator peningkatan investasi di Indonesia. https://t.co/w2OHhzy90C https://t.co/WymgJPoenV,1
Setuju Prabowo sudah tidak bisa diharapkan lagi membangun bangsa ini lebih baik. Justru negara dibawa ke arah kehancuran dengan kebijakannya yang tidak berdasarkan IPTEK danantara misalnya.,0
BISA GAK BUAT TAMBAHAN DANA KE DANANTARA OR MBG?,2
Inilah yang Terjadi Jika Indonesia Bubar Versi A.I Grok 3 ___ Kejagung Pertamax Pertamina Pertalite BUMN Danantara SPBU #HasilUjiLabBBM #RonaldinhoDiShopee https://t.co/YNFoiDj0Wj,0
ga yakin sama danantara setelah omon prabowo tentang pendidikan program mbg fasilitas gratis kuliah gratis dsb.,0
Pengalihan isu yang pas supaya masyarakat merasa teraniaya dan nggak fokus sama danantara dan bank emas. Dapat sumber duit dari mana negara bikin bank baru dan debiturnya siapa coba?,0
@Mdy_Asmara1701 BISA SAJA TUTUP KARENA MAU PINDAH INVESTMENT KE DANANTARA.,2
@islah_bahrawi danantara hidup tikus berdasi https://t.co/6F36YDvKHd,0
Oke BBM nonsubsidi di oplos adalah problem yang harus diungkap akan tetapi DANANTARA tidak boleh hilang dari peredaran!,1
@tanyakanrl Gw tambahin sedikit ttg Danantara ini. Pada poin 1 dibawah ini seperti adanya contoh kasus oplosan pertamina yg merugikan negara saat ini masih bisa di proses hukum tapi jika sudah masuk Danantara jika ada kerugian maka para petinggi tidak bisa digugat / dipenjara https://t.co/An5A62dI9c,0
@Chynthia_K Coba tanya ma pak @erickthohir menteri @KemenBUMN knp blom kelar2 mslh ini apalagi ada kasus pertamina jg. PSSI gagal juga... Apa danantara akan spt ini juga?!,0
 Lalu apakah Danantara didirikan untuk di rampok? Belum tentu Mungkin saja PE baru ini diciptakan bukan untuk merampok Bukan juga untuk investasi biasa Tapi justru untuk memasukan dana rahasia secara sah Dana yang sesungguhnya sudah ada Dana rahasia milik asudahlah,0
@humansnob (Danantara) Jalan pagi ke Bundaran HI Lihat pejabat beli Ferrari. Danantara duitnya sakti Jangan-jangan buat kroni sendiri. (Polisi) Maling jemuran dihajar massa Habis babak belur dibawa polisi ke penjara. Koruptor senyum di meja pesta Dihukum ringan duitnya tetap ada https://t.co/xGhmtcl4Im,0
Walau namanya keren seperti Souvereign funds dan sebagainya intinya Danantara ini adalah Private Equity (PE) alias perusahaan yang didirikan untuk melakukan investasi dan mengambil untung dari investasinya itu.,2
@ARSIPAJA Isinya orang eks koruptor nepotisme kacung. Dan... revisi UU BUMN bilang: kerugian BUMN bukan lagi kerugian negara. Danantara jadi wadah bancakan sekaligus cuci piring. Silahkan nunggu amarah rakyat...lanjutken efisienshit nya !,0
kita lihat ya si danantara ini akan invest ke mana aja semoga dibuka ke publik,2
Presiden @SBYudhoyono @prabowo dan @jokowi meluncurkan Danantara Indonesia di Istana Kepresidenan Jakarta (24/2/2025). Ini menandai langkah strategis pemerintah mengelola investasi nasional guna mendukung pertumbuhan investasi yang berkelanjutan. BPMI Setpres/Laily Rachev https://t.co/itB4k1VT5i,1
@asumsico Danantara layu sehari setelah pereami ,0
@antikorupsi Sehari peresmian danantara salah' satu perusahaan yaitu Pertamina ketahuan korupsi suram sehari peresmian,0
lagi rame perihal danantara orang jadi latah tbtb pada jago jadi analis makro ,2
denial apalagi? danantara jelas2 mencerminkan konsolidasi kapital yang menguatkan dominasi elite ekonomi-politik atas aset publik daripada distribusinya secara merata kepada rakyat. tentu kebijakan ini juga mengandung kontradiksi antara tujuan pembangunan nasional dan-,2
@KangManto123 Visi danantara sih oke menurut saya. SWF itu bagus dengan tujuan surplus kas apbn. Contoh swf kyk Norway china hongkong yang jadi permasalahannya adalah pelaksaannya dikelolah oleh SDM disini (sumber daya monyed) monyed2 sangean duit.,2
guys kalian yg pada mindahin duit dr rekening bank plat merah ke rekening bank plat biru plis jangan gegabah. karena duit kalian itu dianggap utang sama bank jd selamanya duit kalian &amp; deposito kalian gaakan sampe ke danantara krn danantara hanya mengelola aset &amp; profit BUMN.,0
@jansen_jsp Ia ada gebrakan cuman ada beberapa hal spt hidup jokowi sementara rakyat tdk suka dgn jokowi danantara pengawas jokowi sementara track record jokowi gk bagus di mata rakyat indonesia dan di mata dunia contoh occrp kesanx pak prabowo tunduk sekali dg jokowi,2
wkwkwk direktur cabang direktur capem setengah mampus nyari nasabah lagi beli cabe pun masih sepik2 org sebelah buat buka tabungan eh muncul danantara. gws. gws mama aku gws pegawai bank bumn semangat mencari nasabah yg ga trust issue sama pemerintah alias GAK ADA.,0
@put776 @tempodotco BANK EMAS DAN DANANTARA siap menyusul ke puncak klasemen. ,1
belum lepas dari sahnya danantara yang berpotensi menguatkan dominasi elite ekonomi-politik rakyat lagi lagi kehilangan kepercayaan terhadap pengelola negeri ini. boleh berkata bajingan?,0
@ndhogtjeplok @tanyakanrl Semua BUMN dan bank bank BUMN kan punya keuntungan. Nah itu keuntungan nya dijadikan satu semuanya ke danantara. Gitu doang. Mana ada akses nya danantara ngambil uang nasabah pengguna bank BUMN. Jdi ga usah termakan isu isu hoax menyesatkan,1
@tigor_irwand @sauceterannaa @tanyakanrl Boleh minta link yg menyantumkan bahwa aset bumn juga ikut dikelola untuk diinvestasikan danantara? Gue mau baca2 juga biar g simpang siur too much informasi jdi perlu yg valid informasinya,2
mau tidur kok ya mikirin negara dulu ya bangsat IKN lah Pertamina lah Danantara lah Nikel lah damn ,0
ternyata danantara,0
@profesor_saham Karena danantara sudah diluncurkan. Biasanya apa? Yak pengalihan tisu,0
asli tadi habis ambil makan kan bapak gue lewat tuh di belakang habis baca berita danantara terus ngomong ancur udah ni negara mau dibenerin juga gatau dari mananya dulu langsung gk napsu makan gue faklah ,0
@b0nnysidharta Klo ga danantara ya bank emas bullion,1
@KangManto123 Ihsg sudah menurun sebelum ada danantara. Investor asing banyak yg cabut karena nilai rupiahnya yg makin lemah. Percuma saham gaining tapi rupiahnya anjlok engga dapet apa2 mereka,0
@tanyakanrl Danantara mewakili pemerintah memegang saham BUMN. Dah gitu aja..,2
@NenkMonica Sepertinya beliau ini jadi aktor utama pengalihan isu pajak 12% dan Danantara.,0
Konspirasi bjir Proyek danantara akan menjadi satu satunya wadah korupsi dengan segala plot armor nya Namun selain itu tidak lagi kasus korupsi... Ngarang aja si #indonesiaemas20450,0
Sabar dulu ya pak.... IKN tidaklah mendesak. Masih banyak bidang yg perlu dapat kemanfaatan atas hasil efisiensi. Atas dana yg disimpan di BPI Danantara.,1
danantara d nya dontol,0
Isu pertamina naik ditengah isu DANANTARA baru dilaunching diisi dengan beberapa orng salah dan mantan koruptor. Sengaja pengalihan isu? Ternyata kasus dari lama tpi baru ketangkep skrng? Bukan tidak mungkin smua udh tau cuma tinggal nunggu momen doang ,0
Woww kasus korupsi pertamina dibuka taun ini karena ada danantara ini toh?! Lahapp aja semuaa itu kadang basahnya,0
Mantap! ketat pengawaan Danantara untuk pembangunan ekonomi 8% inisiatif Presiden Prabowo #berita #danantara #presidenprabowo #investasi #tepatsolutifindonesia @KemenBUMN @TelkomIndonesia https://t.co/H8TZnjWLOe,1
Sesuai arahan Presiden Prabowo Kejagung dan Polri tergabung sebagai Pengawas Danantara #berita #danantara #presidenprabowo #investasi #tepatsolutifindonesia @KemenBUMN @TelkomIndonesia https://t.co/VXddCZY79L,1
@faizalassegaf Kayak gitu mau dijadikan pengawas Danantara pulak tuh.? ,0
Kerjasama ketat pengawaan Danantara untuk pembangunan ekonomi 8% inisiatif Presiden Prabowo #berita #danantara #presidenprabowo #investasi #tepatsolutifindonesia @KemenBUMN @TelkomIndonesia https://t.co/uJr0jWTJFG,1
@tanyakanrl duit hasil dividen(harusnya) &amp; efisiensi APBN di reinves ke sektor rill PSN (tujuan awal) kalau untung syukur rugi yaa udah. Masalah lain muncul uang dividen biasa setor ke APBN sekitar 200-300 T/thn hilang diambil danantara. jadi nambal nya dri mna? yg pling gmpang pajakin,0
@profesor_saham Ya karena nutup isu danantara gak sih?,2
7/ Jika terus begini masyarakat akan semakin terbebani sementara bisnis negara makin makmur. Drop your thoughts! ⬇️ #Ekonomi #Indonesia #Danantara,0
3/ Danantara Makin Gemuk Sementara itu perusahaan pelat merah seperti Danantara terus diperkuat dengan suntikan dana dan regulasi yang menguntungkan. Dari proyek strategis hingga ekspansi bisnis mereka kian mendominasi,1
Pemangkasan Anggaran &amp; Penggemukan Bisnis Negara Lewat Danantara 1/ Indonesia di Persimpangan Pemerintah memangkas anggaran untuk sektor publik tapi di sisi lain bisnis negara seperti Danantara justru semakin besar. Apa dampaknya bagi rakyat? Mari kita bahas! https://t.co/lGL1F9zsVT,2
Mantap Kolaborasi ketat pengawaan Danantara untuk pembangunan ekonomi 8% inisiatif Presiden Prabowo #berita #danantara #presidenprabowo #investasi #tepatsolutifindonesia @KemenBUMN @TelkomIndonesia https://t.co/swXT1Bfivm,1
Ditegaskan Presiden Prabowo sampaikan Danantara bisa audit siapapun krn ini adalah milik anak dan cucu kita #berita #danantara #presidenprabowo #investasi #tepatsolutifindonesia @KemenBUMN @TelkomIndonesia https://t.co/EVILt8rOLU,1
@tanyakanrl pun kemungkinan bank BRI dan bank BUMN yang masuk danantara lainnya untuk rungkad itu nyaris kecil banget untuk sekarang karena semua bank di dunia punya mitigasi resiko tersendiri yang diatur sama Basel Committee on Banking Supervision (BCBS) yang isinya ngatur dari mulai,1
Sesuai arahan dari Presiden Prabowo Kejagung dan Polri tergabung sebagai Pengawas Danantara #berita #danantara #presidenprabowo #investasi #tepatsolutifindonesia @KemenBUMN @TelkomIndonesia https://t.co/TClYiyJ6rj,0
Saya setuju danantara upaya meminimalkan hdp foya2 di lingk bumn krn adanya penyert modal yg bersumber dr deviden oleh 7 perush besar bumn. Bisnisnya pembiayaan. Ancaman bs rendah jika perush (bumn) kurang sehat dilarang masuk dpt menimbulkan extrm risk semangat pak @prabowo,1
@Zay34562 DEMO LARANG PRABOWO BUAT DANANTARA...BELUM SAATNYA BELUM TEPAT NEGARA BELUM SEHAT BOCOR ANGGARS BOCOR ASSET MATIKAN KORUPTOR SUDAH AMAN BARU DANANTARA DI BUAT....,0
@jansen_jsp ..coba kau baca ulang alinea pertama cuitan kau. ..'menahan diri' soal penculikan aktivis '98? ..lalu statementnya pengembalian diam diam uang korupsi dan dia maafkan koruptornya. itu kolusi namanya paham? ..soal danantara yang tak bisa diaudit? ..baah kukira cerdas kau! https://t.co/5XAxIIt49V,0
ihsg jeblok danantara taiiiitaiiii gagal ini beli bmw akhirtaun,0
@tanyarlfes Ini bukan masalah Danantara aja mau buka diplomasi Isr****disini ?,2
@kelvin_hav01 @tanyakanrl deposit nasabah di bank tetep utuh punya nasabah yang dikelola danantara ini laba bersih/keuntungan bank bumn,2
the math isn't mathing kalo misalnya korupsi pertamina jadi pengalihan isu danantara karena aset perusahaan minyak tsb kan bumn pasti muter ke situ juga. dan persepsi masyarakat jelek banyak yang kecewa dan engga mau beli di spbu kuda laut itu. it stings but maybe only on twt,1
@PramonoNyoto @narkosun Setidaknya minim demo lah Pak. Ini belum ada 1 tahun ngejabat udah kacau bgt. 3 bulan kerja mah minimal udh keliatan hasil kerjanya minimal di ranah mikro. Ini yg kelihatan cuma bagi2 skincare MBG udh ada korbannya PHK kelangkaan korupsi danantara. Hadeh.,1
Hashim Djojohadikusumo: Danantara Sudah Dirumuskan sejak 40 Tahun Lalu https://t.co/8S2bsxrqZz,1
Danantara Pertamina MBG apa ga ada berita baik dari negara ini?,0
@MourimBall @tanyakanrl BUMN = ANAKNYA DANANTARA = EMAKNYA,2
danantara yg boom bimsalabim tiba2 disahin .korupsi pertamina ..huh masih waras tinggal di indo aja udh alhamdulillah kayaknya,2
@xjuraganx @Aloysius_Tatus Raja terakhir Danantara Enabler,2
danantara siap jadi pionir di bidang energi berkelanjutan https://t.co/SL1BmZZKrF,2
@AiraNtieReal Kalau Nasabah korban jiwasraya melihat Menkeu dan MenBUMN jangan diajak di Danantara. Tidak kenal dgn Etika Bisnis &amp; Berani Abaikan Konstitusi dan Peraturan2. Uang kami belum kembali. Dunia dia balik2. Perusahaan Asuransi menjamin Risiko nasabahnya karena bayar. Bukan terbalik.,2
@tham878 Menyuruh lembaga swasta untuk mengelola uang negara itu saja sudah berjudi Jika pun danantara itu lembaga swasta kenapa CEO CIO itu pejabat pemerintah. Disini aja sudah keliatan kalau danantara itu bukan lembaga swasta. Harusnya tugasnya menteri investasi itu ngawasi danantara,0
@saniisas_ @tanyakanrl Iya sih ga ngaruh ke duit nasabah tapi karna danantara ini pengelolanya kebanyakan boongnya dan banyak yg udh kena kasus.. makanya orang udh GAK KEPERCAYAAN dan beralih ke yg lain.. gak ada yg tau kedepan gimana jadi sedia payung sebelum hujan ,0
@tham878 Anjriiit Penjelasan kek gini dibilang mantap. Bang @NasbiHasan @pco_ri budget buzzer nya dinaikin lah biar gk dungu parah kek gini. MI = trader?? Danantara narik investasi?? AUM besar = kredibel?? KPK cm audit BUMN?? and so on and so forth Buzzer IQ 58 #IndonesiaGelap,0
@tanyakanrl Kejadian danantara ini kyk mau mengulang krimin 98 Kalau dulu bank swasta kena fitnah dan ditutup dgn tujuan pengelolaan uang jd 1 untuk menekan inflasi. Sayang nya krn kurang sosialisasi ke masyarakat akhir masyarakat narik semua uang di semua bank. Dan terjadilah krismon,0
Semua sibuk ngebahas kasus tata kelola minyak di Pertamina.....sementara itu DANANTARA melenggang dgn tenang.... Smell something fishy...,0
Udah dipake buat modal danantara,2
@ardisatriawan Hidup danantara. Terus taruh duit di goto.... Modyaaarrr. Bukan korupsi yang bisa diperiksa KPK. Bubarrr,1
@refpd Hal positif ap yg kalian harapkan dari danantara saat org² yg menguasai danantara adlh org² nya rezim terdhulu,0
Today - day 3 setelah peluncuran Danantara; IHSG berusaha tapi masih jatuh.,0
Danantara pertamina hbd ayah. Ada kejutan apalagi esok?,0
Wfek dr danantara sama pertamina. BC ke mesin edc BRI https://t.co/IJV1tItYbo,2
@DeniIkhwan4 @msaid_didu @KejaksaanRI @prabowo Gimana kalo kebalikan nya. Wowo sengaja membuat citra harum untuk Pertamina dulu untuk proyek besar Danantara.,0
@Balola72 @xquitavee ralat Danantara dari deviden BUMN ga ada hubungan ama potongan anggaran dan efisiensi. Yg terpengaruh dari danantara itu adalah penerimaan negara bukan pajak yg akan masuk ke danantara. Dan kyaknya pengusaha bakal dikejar2 pajak lagi krn penerimaan negara pindah kantong :(,0
@mluthfi_id bayangin semua masyarakat nuntut pertamax gas danantara mbg IKN dsb ,0
@_sandflower @usergomugomu @tanyakanrl Yang mau di kelola danantara itu bukannya nilai kepemilikan dari BUMN itu semua? Kalo yang di kalim cuman deviden mana sampai 600 miliar dolar? Tapi karena itu di hitung termasuk nilai aset seluruh BUMN makanya besar. Kalau salaj kelola kan nilai bnknya anjlok kalo pailit?,0
@ezash danantara,2
bisa nih Danantara! Investasi ramah lingkungan jadi kenyataan https://t.co/zVBBTZ8Evy,1
Ternyata Ini Alasan Tony Blair Masuk Dewan Pengawas Danantara https://t.co/nMp6RsAqK7,2
Spaneng dan mual banget bacain Danantara. Mualnya lebih ke jijik kok bisa pemerintah ngide bikin lembaga invest kagak jelas yang kebal hukum kayak gitu ya Allah Gusti pls save our country,0
@raslelembut Wkwkkwk pengalihan isu danantara,0
@BattoAjax PERHATIAN !!! INI CUMA PENGALIHAN DANANTARA. HAHAHAHA LOL,0
Nggak mau judging or something like that nggak mau juga mukul sama rata. Tapi beneran gue heran sama bagian dari 58% yang masih denial DAN MANDANG DANANTARA SEBAGAI SESUATU YANG POSITIF?? Setelah bagaimana negara ini beroperasi selama ini dan kalian percaya gitu aja???,0
Ungkap Strategi Ekonomi Mandiri Prabowo: Devisa Ekspor Bank Emas dan Danantara https://t.co/1zWravNWu6,1
Menperin Agus Gumiwang Siap Koordinasikan Investasi Danantara Untuk Berbagai Proyek Industrialisasi Menteri Perindustrian Agus Gumiwang https://t.co/7NHNoa09JF #golkarindonesia #golkarsolid #partaigolkar #golkarpedia #bahlillahadalia #agusgumiwang https://t.co/MsNVeU8bIR,1
Laki laki tidak bercerita tau tau korupsi Danantara.,0
@as_siglie Banyak sekali penyesatan2 tentang Danantara ini https://t.co/YVqKSoQjzK,2
@ntheh0und Selamat!! Dua juta rupiah dipotong investasi pemerintah buat danantara.,0
@theraincoatkid APBN dipake untuk Danantara krn INSTAN,0
Danantara jelek,0
Circle danantara nyenggol circle pertamjna wkwkwk jelas kalah lah,0
Shm! Serius nanya. Fungsinya ex-PM Tony Blair masuk ke jajaran dewan pengawas Danantara apa ya guys? Ekonom bukan ahlinya juga bukan,2
@tanyakanrl Fake hero scenario? Kisruh Danantara? Kisruh MBG? Kisruh efisiensi? Antri LPG? Kabinet Gemuk? PPN 12%? Dan semua itu terjadi padahal baru 100 hari dilantik. Kalau masih tanya kenapa mungkin bisa lebih up to date dengan kondisi negaramu saat ini nder. Politik sepengaruh itu.,0
besok final training &amp; gue bukan stress final malah stress baca berita pertamina danantara kontolodon ini org2 stress,0
perubahan positif berkat inovasi Danantara nih https://t.co/NqENHNFr0j,1
Danantara Picu Gerakan Tarik Dana dari Bank Ini Respons Istana https://t.co/eXWn7yna8L,2
rakyatnya peduli Palestine effort untuk boycott. pejabatnya malah jadiin mantan PM Inggris pro zionist jadi dewas danantara goblok,2
@DedynurPalakka @KangManto123 @erickthohir Babak Bru kasus baru kmrin elpiji pagar laut timah dll.kadang curiga jg KLO bersih suka ad yg dijadikan tumbal u pengalihan issue kbiasan gitu kan bersih it semuanya jng hny korupsi semuanya tanpa terkecuali bersih kok masukin koruptor n mantan napi krptr di DANANTARA ,0
Nanam singkong tumbuh jagung Beli pertamax dapat pertalite Efisiensi dapat Danantara. Pejabat Indonesia tidak pernah gagal soal menipu Rakyat.,0
Dengan jumlah UMKM di Indonesia yang udah lebih dari 65 juta kenapa pemerintah ga lebih fokus ke mereka dulu aja ya dibanding bikin Danantara? Usaha usaha skala mikro gini tuh kalo dikembangin bisa jadi alat ampuh buat dorong pertumbuhan PDB tapi mungkin mereka ga kepikiran ,0
@hrdbacot Danantara,2
Ga pahamnya sy... Katanya danantara cuma ngelola deviden2 dr bumn2.... Tp kenapa harus mengelola aset2 dr bumn2 tsb senilai 10.500 t?,0
@WidasSatyo Emng Kya sengaja ngalihin topik danantara sialan,0
???? Astagfirullah demo kemarin2 itu apa Pak? Danantara? Pendidikan dan kesehatan jadiin prioritas pendukung? Ya Allah ya rahman...,0
Dg perumpamaan awal oplosan bbm terus kowe kabeh percoyo bongkokan maring danantara? Opo kucing wis mangan sayuran saiki?,0
Another wasted talent from Indonesia due to shitty system. @prabowo @Gerindra . Yuk Danantara 5 tahun pertama kan akan fokus salah satunya ke sektor pendidikan kesehatan &amp; jaminan sosial fokus benahi penyerapan talent.,1
Pliss ini negara ganti hari ganti topik masalah kah?? Kek bentar dulu pelan pelan woii dari pendidikan ke danantara terus ini apalagi pertamax,0
Saya malah mikir gini Danantara ini dr BUMN termasuk Pertamina Dan beberapa atasannya kena masalah korupsi ini. Habis itu dipecat nah diisi orangnya jokow dan luhud. Korupsinya ntr satu pintu lebih lancar ,0
Penunjukan Blair sebagai Dewan Pengawas Danantara tentu menimbulkan berbagai reaksi. Beberapa pihak mempertanyakan urgensi dan alasan di balik pemilihan tokoh asing dengan latar belakang seperti Blair.,2
@gezzawooo iyaa mending uangmu trf ke jungwoo drpd ke danantara‍,0
Secepat itu Danantara didirikan Maka secepat itu pula harus kita bubarkan!!! #Bubarkandanantara #Masyarakatbergerak,0
buka X mau cari bahan hiburan biar gak pusing eh malah tambah pusing liat berita isinya danantara pertamina indonesia gelap sukatani diintimidasi dll masih banyak yg lainnya.,0
@krsjgla @ernestprakasa Jangqn terlalu Eforia mas Brooo...Mereka Salah &amp; pasti lbh bnyk org Atas yg Terlibat. Jgn lupa mas brooo ...msh ada DANANTARA yg lbh kacau balau ; pagar laut yg jd Legal jd wajib di tutupi dgn kasus yg lbh Heboh Selamat menikmati hidup di negara Konoha,0
@SasaSasa1559993 @prabowo Apa yang nesti dibaca ?? Lu itu nunjukin bahwa Narasi Gua Bener Si Jokowi (Korup Nomor Dua Dunia rilis OCCRP) jadi dewan Penasehat Danantara,0
gak ada danantara pun emang swasta is better ,0
@tang__kira gw siap denger berita korupsi danantara 2-3 tahun kedipan,0
@tanyarlfes Lu gak tau aja orang yang handle Danantara ada yang alumni koruptor gede ,0
@MamatAlkatiri Udah manasin mesin untuk fokus ke Danantara ntar lg Gass Poollll..... Lbh banyak cuannya. ,0
@eunhavvzgf iya sih. tp drpd naro di bank plat merah dengan risiko tinggi gara-gara danantara mending ancang-ancang ambil dan pindahin. mamaku blm yg terlalu melek digital jd dia msh butuh 'bank fisik' buat feel secure uang-uang dia (deposit). *blm berani pake cimb dan bank digital blio,0
@SasaSasa1559993 @prabowo Trus apa yang nesti dibaca dari Grafis itu Blogh ?!!! Lu malah ngasi pembenaran dari Narasi Gua kalau itu Finalis Korup Nomor 2 Dunia Masuk dewan penasehat Danantara,0
orang-orang tiktok pada orgil semua dah ngebela pragib gw bingung apa keuntungan mereka ngebela pemimpin yang cuma omon-omon terus tau-tau ngesahin danantara,0
@__AnakKolong @prabowo @setkabgoid INVESTOR GAK ADA YG BODOH .. KALAUPUN ADA INVESTOR YG BODOH DI INDONESIA ITU CUMA ADA DI DANANTARA.,0
Lagi rame soal danantara pada mindahin dana tabungan dari bank bumn. Kalo kaya gitu kira2 mending alihkan dana ke bank swasta atau ke weverse shop ya?,0
ni kasus korupsi buat nutupin brita danantara ap y,0
@tempodotco danantara apaan?,2
Pembersihan Pertamina ini karena mereka tidak mau diatur Sama Danantara akhirnya mereka di penggal Kedudukan dan jabatannya agar BUMN satu ini dipegang oleh yes man dari rezim ini Cocoklogi malam Rabu,0
@tempodotco Sebaik y penasehat bpi danantara dr komunitas geng motor,0
Burhanuddin Abdullah Jadi Ketua Tim Pakar Danantara: Mantan Koruptor Penghuni Lapas Sukamiskin https://t.co/bBnJM6ED0i #IndonesiaGelap2025,0
1 Hari 2 Kasus 1 Solusi Pertamax (Perta-m-ax) Pertalite Malas Antri-antri Danantara (Danan-ta-ra) Dananya Takut Raib SOLUSI: Soal BBM pindah saja ke Non-BUMN atau Pertalite Soal Dana pindahkan dari Bank BUMN ke Non-BUMN Bantu sebarkan agar banyak yg tercerahkan Alya ahok https://t.co/xEMIjyqgw5,0
@shitlicious Udah bang gak usah bahas2 lagi soal Pertamina Danantara dll.. udah kayak nntn Netflix bsok nunggu season selanjutnya apa lagi. Bahas hukuman mati aja buat koruptor.. Korupsi seperak juga hukum mati.,2
Entar.... korupsi Danantara buat nutupin kasus lain. Gitu2 aja. Wkwkwk,0
Kira-kira nanti Danantara peringkat berapa ya proyek korupsinya?,0
berita anjing hari ini 1. pertamax dioplos pertalite 2. zionist jadi pengawas danantara OALAH KOCAK,0
Kehadiran Badan Pengelola Investasi (BPI) Saya Anggota Nusantara (Danantara) dapat mengurangi ketergantungan BUMN terhadap Penyetaraan Modal Negara (PMN) https://t.co/9PPPh7vsg4,1
@shitlicious katanya pertamina di ambil danantara juga ya? tolol amat ya udh beda,0
@tempodotco Bapak ini nyindir rezim terus tapi kmren nerima tawaran jadi dewas danantara,0
Gagasan pengkhianat bangsa Pasti DANANTARA untuk menghancurkan bangsa,0
@tanyakanrl Saham danantara turun drastis sebagian investor kabur bulan lalu betapa tidak percayanya. Coba cek saham danantara,0
@irwndfrry Yg aneh nya.....praktek ini udh berjalan 5 thn tp br terbongkar disaat Peresmian DANANTARA apakah ada unsur Pengalihan Isu agar Rakyat tdk ter-Fokus dgn Danantara ?!?!!! ,0
@heuristic__ @Arie_Kriting Yokkk...danantara bisa yok promosi ke liga korupsi ,0
Bahlil Usul Danantara Investasi di Fasilitas Penyimpanan BBM dan Kilang Minyak https://t.co/KlYr9Uoakk via @InvestorID,1
@msaid_didu Agar anda percaya anda harus diajak gabung Danantara gitu ya? Muslihat kuno!,0
Jujur mual banget dari kemarin baca danantara pengen tobat mulu rasanya ,0
bimbang liat orang koar bilang IHSG merah krn danantara. ada rasa kasian pengen ngasih tau informasi yg bener biar hidupnya berubah tapi ada rasa egois pengen liat orang itu jatoh aja sekalian org bodoh ga layak hidup. mending bantu apa biarin aja ya? tpi kasian,0
Coba ini kurang bejat apa lagi.... Hati hati Danantara,0
CW // danantara TOLONG REKOMENDASI BANK DIGITAL YANG AMAN SENTOSAAAAA~~~ hatur nuhun cintaqqquu https://t.co/fnmS5VIp4g,0
@tanyarlfes JEJAK TONY BLAIR PENGAWAS DANANTARA: PENJAHAT PER4NG PENGEMPLANG PAJAK &amp; FINALIS OCCRP titipan jokowi.. ? https://t.co/mGilrIfAGm,0
Gagasan Danantara Lahir dari Sumitro Djojohadikusumo Orangtua Presiden Prabowo #danantara #rabu #prabowo #summitrodjojohadikusumo #beritanasional https://t.co/SzP0gj5GK6,2
Jangan takut guys sama danantara. Buat yang punya tabungan di bank negara atau bumn. Kalian bisa sekarang transferin ke rekening BCA gua karna dijamin aman ga bakalan dimakan pemerintah.,1
Ini kenapa ya @pco_ri tadz @Dahnilanzar? UU 1/2025 yg jadi dasar hukum Danantara koq belum ada di JDIH K/L mana pun bahkan di Setneg. Masa badan Usahanya sdh didirikan dan diumumkan ke publik tapi UU nya belum dipublikasi? Ayo kerja benar. Biar ndak dihantam kiri kanan.‍️,0
@epic_bro77 Hmmm gimana kalau kita bahas Danantara aja?,2
@nabiylarisfa Kak cek project Garuda Bank Indonesia deh..berbasis blockchain.. apa ada kemungkinan danantara dan bank emas mau dijadikan underlying project rupiah digital?,2
Penjajahan lewat regulasi tepatnya untuk mencarikan pekerjaan kaum elit oligarki dan komplotan perampok. Bukan hanya uang kehormatan dan moral jg dirampas. Mereka merancang regulasi menikmati hasilnya mengotori dan minta dihormati layaknya berhala. Selamat datang danantara! https://t.co/sMRDehBBLl,0
mbg kebijakan bpjs kesehatan ppn 12% efisiensi anggaran negara phk massal efisiensi gas LPG danantara korupsi pertamina. ini kalo ada yg ngechat lagi apa? juga gua bales lagi mikirin negara ,0
Ada danantara atau ngga gw ga akan mau pake bank bumn wkwk,0
Jika berhasil memajukan perekonomian rakyat dpt mensejahterakan dan memakmurkan rakyat aku janji aku akan membela sekuat mungkin pemerintahan @prabowo Namun jika gagal dan ada yg korupsi Danantara ini aku minta @prabowo dihukum seberat²nya bersama semua pengurus Danantara...,0
@msaid_didu Kuncinya menarik investasi bukan dengan membikin danantara tapi tata kelola negara yang baik tidak ada koruptor pertumbuhan ekonomi baik demokrasi berjalan baik ,0
@irfannuruddin_x @berlianidris Apa ngalihin Isu yg lebih besar ya? Atau biar ngk ada yg bahas Danantara,0
Semakin turun dan ga dikit sejak danantara.. ,0
Ternyata yg bikin capek bukan jadi dewasa tp jadi WNI Danantara Pertamax efisiensi bejabat bejat. https://t.co/TuZLSXPzfj,0
Danantara Kepanjangan nya Dana antara kamu dan dia gitu ga artinya?,0
Kata gue mah penjilat ndut coba liat orang yang megang jabatan di danantara terus ngomong lagi coba depan gue kalo si ndut niat sepenuh hati berantas korup. MANTAN KORUPTOR JADI PETINGGI DI kebijakan ASBUN DIA ANJGGGGG,0
