Text,Text Clean,Label,Predicted Label,Correct;
pnm gimama kabarnya ya? apa ikut kecatut sama danantara?,pnm gimama kabarnya ya apa ikut kecatut sama danantara,2,2,True;
@reaareaa__ Presiden Prabowo kasih semangat buat semua tim Danantara sukses terus,Presiden Prabowo kasih semangat buat semua tim Danantara sukses terus,1,1,True;
@yusuf_dumdum Pekerjakan di Danantara aja itu korban PHK Sritex. Kan Danantara lagi byk uangnya.,Pekerjakan di Danantara aja itu korban PHK Sritex Kan Danantara lagi byk uangnya,0,0,True;
@GenZNusantara BPI Danantara adalah kunci menuju transisi energi dan ekonomi berkelanjutan Indonesia,BPI Danantara adalah kunci menuju transisi energi dan ekonomi berkelanjutan Indonesia,1,1,True;
@JedTeguh03 Mantap banget Presiden Prabowo komit dukung Danantara jadi makin solid nih,Mantap banget Presiden Prabowo komit dukung Danantara jadi makin solid nih,1,1,True;
@tanyakanrl Simpelnya setiap tahun BUMN harus nyetorin hasil keuntungan ke Negara sebelumnya keuntungan tersebut digunain buat nambah APBN tp sekarang keuntungan tersebut akan dikelola dan diinvestasiin oleh Danantara. Note : Keuntungan ini bukan dari uang Nasabah yg ada di Bank ya,Simpelnya setiap tahun BUMN harus nyetorin hasil keuntungan ke Negara sebelumnya keuntungan tersebut digunain buat nambah APBN tp sekarang keuntungan tersebut akan dikelola dan diinvestasiin oleh Danantara Note Keuntungan ini bukan dari uang Nasabah yg ada di Bank ya,2,2,True;
danantara kontol,danantara kontol,0,0,True;
@es75035 Ya kalau buat pendidikan nanti makin susah korupsinya kak. Dibikinin Danantara kan biar gampang was-wes-wos,Ya kalau buat pendidikan nanti makin susah korupsinya kak Dibikinin Danantara kan biar gampang wasweswos,0,0,True;
Danantara menjadi tonggak baru dalam tata kelola investasi nasional. Dengan mengusung sistem transparan terintegrasi dan didukung teknologi https://t.co/od8bP8zmC3,Danantara menjadi tonggak baru dalam tata kelola investasi nasional Dengan mengusung sistem transparan terintegrasi dan didukung teknologi,1,1,True;
Danantara Perkuat Masa Depan Ekonomi Indonesia. #Danantara #InvestasiNasional #BPIDanantara https://t.co/5CHFNE3Kza,Danantara Perkuat Masa Depan Ekonomi Indonesia Danantara InvestasiNasional BPIDanantara,1,1,True;
Struktur Pengurus Danantara Diumumkan @raymondchins: Ada yang Red Flag tapi Nonton di sini: https://t.co/ny3dFBRVYT https://t.co/qiLpplkddA,Struktur Pengurus Danantara Diumumkan Ada yang Red Flag tapi Nonton di sini,2,2,True;
Tujuan Danantara Indonesia https://t.co/iYoGYJOfLo,Tujuan Danantara Indonesia,2,2,True;
@GenZNusantara IHSG dalam posisi tinggi buat investor lebih yakin. Sinergi dari Danantara dan RUPST Himbara sangat terasa,IHSG dalam posisi tinggi buat investor lebih yakin Sinergi dari Danantara dan RUPST Himbara sangat terasa,1,1,True;
Danantara si Bayi Raksasa https://t.co/qdJV75RrhH,Danantara si Bayi Raksasa,2,2,True;
@GenZNusantara Kepercayaan investor didorong IHSG nanjak manajemen Danantara jadi lebih jelas RUPST Himbara go-dan-gavm,Kepercayaan investor didorong IHSG nanjak manajemen Danantara jadi lebih jelas RUPST Himbara godangavm,1,1,True;
Crazy how ponakan jauh opa bisa jadi orang berpengaruh dalam sejarah Danantara meanwhile gwe terpuruk busuk di kostan ukuran 3×4 di Jakarta Barat.,Crazy how ponakan jauh opa bisa jadi orang berpengaruh dalam sejarah Danantara meanwhile gwe terpuruk busuk di kostan ukuran 34 di Jakarta Barat,0,0,True;
@reaareaa__ Seneng ada Presiden Prabowo yang pro aktif dukung Danantara sampai makin dikenal,Seneng ada Presiden Prabowo yang pro aktif dukung Danantara sampai makin dikenal,1,1,True;
@GenZNusantara BPI Danantara bikin ekosistem investasi kita makin menarik,BPI Danantara bikin ekosistem investasi kita makin menarik,1,1,True;
Danantara launching $IHSG ambrol. Sekelas $BBCA yang biasanya ngecarry $IHSG aja minus https://t.co/WDHaTchzG1,Danantara launching IHSG ambrol Sekelas BBCA yang biasanya ngecarry IHSG aja minus,0,0,True;
Lucu dech pasti traumanya danantara,Lucu dech pasti traumanya danantara,0,0,True;
Wakil Menteri Keuangan Thomas Djiwandono mengungkap Badan Pengelola Investasi Daya Anagata Nusantara (BP Danantara) belum bisa diluncurkan bulan ini. #bisnisupdate #update #bisnis #ignews https://t.co/kaV3G48vHh,Wakil Menteri Keuangan Thomas Djiwandono mengungkap Badan Pengelola Investasi Daya Anagata Nusantara BP Danantara belum bisa diluncurkan bulan ini bisnisupdate update bisnis ignews,2,2,True;
@BudiBukanIntel Sebentar lagi jadi penasehat danantara,Sebentar lagi jadi penasehat danantara,2,2,True;
@reaareaa__ Presiden Prabowo support Danantara waktunya Indonesia jadi tuan rumah di industri digital,Presiden Prabowo support Danantara waktunya Indonesia jadi tuan rumah di industri digital,1,1,True;
Dorong kemajuan Danantara Telkom Indonesia gunakan AI sebagai salah satu fokus perusahaan #telkomindonesia #bigbox #ai #danantara #artificialintelligence #tepatsolutifindonesia #bumn #elevatingyourfuture @kemenBUMN @TelkomIndonesia https://t.co/tQN7KT5zn7,Dorong kemajuan Danantara Telkom Indonesia gunakan AI sebagai salah satu fokus perusahaan telkomindonesia bigbox ai danantara artificialintelligence tepatsolutifindonesia bumn elevatingyourfuture,1,1,True;
bisa nih Danantara! Investasi ramah lingkungan jadi kenyataan https://t.co/zVBBTZ8Evy,bisa nih Danantara Investasi ramah lingkungan jadi kenyataan,1,1,True;
Profil dan Kekayaan Ray Dalio Miliarder yang Dikabarkan Batal Gabung Danantara https://t.co/xH0Gn2jDhl,Profil dan Kekayaan Ray Dalio Miliarder yang Dikabarkan Batal Gabung Danantara,2,2,True;
@reaareaa__ Respek sama Presiden Prabowo yang perhatian banget sama Danantara semangat terus buat timnya,Respek sama Presiden Prabowo yang perhatian banget sama Danantara semangat terus buat timnya,1,1,True;
@boostsocmed @tanyarlfes Danantara jeleknya cuma di pelaksannya aja. Di isi orang2 yg gak kompeten dalam bidangnya dan ada yg koruptor juga kabarnya,Danantara jeleknya cuma di pelaksannya aja Di isi orang2 yg gak kompeten dalam bidangnya dan ada yg koruptor juga kabarnya,0,0,True;
Yuk join guys kita gibahin Danantara~~ Btw yang join dari kami diganti sama Kak Erma ya. ,Yuk join guys kita gibahin Danantara Btw yang join dari kami diganti sama Kak Erma ya,2,2,True;
@JedTeguh03 Tim Danantara makin solid karena didukung langsung oleh Presiden Prabowo,Tim Danantara makin solid karena didukung langsung oleh Presiden Prabowo,1,1,True;
@GenZNusantara Investor optimis kembali IHSG naik! Kepastian dari Danantara dan RUPST Himbara direspon positif,Investor optimis kembali IHSG naik Kepastian dari Danantara dan RUPST Himbara direspon positif,1,1,True;
Presiden Prabowo Subianto Ungkap Tujuan Danantara https://t.co/XecWhbFtyn,Presiden Prabowo Subianto Ungkap Tujuan Danantara,2,2,True;
Danantara ciptakan sinergi baru dalam peta investasi global #EkonomiTumbuh https://t.co/iRXoyoRcTl,Danantara ciptakan sinergi baru dalam peta investasi global EkonomiTumbuh,1,1,True;
@JedTeguh03 Proud banget Presiden Prabowo support Danantara bukti Indonesia dukung startup maju,Proud banget Presiden Prabowo support Danantara bukti Indonesia dukung startup maju,1,1,True;
@kuyangmanis_ Coba bawa ke danantara buk,Coba bawa ke danantara buk,2,2,True;
@pelajaranhidups @prastow Bener. Cuma ini ngaruh ke persepsi terhadap danantara kan harusnya.,Bener Cuma ini ngaruh ke persepsi terhadap danantara kan harusnya,2,2,True;
@FrediRandi4 Presiden Prabowo jadi inspirasi besar buat Danantara terus berinovasi bareng global,Presiden Prabowo jadi inspirasi besar buat Danantara terus berinovasi bareng global,1,1,True;
Hasil dari probation di danantara 2 bulan ini. ,Hasil dari probation di danantara 2 bulan ini,2,2,True;
Bisa ga sita aja harta ybs buat mengembalikan ini jadi pemerintah gausah efisiensi; budget disabilitas ga diturunin: Danantara kalau mau dipaksain y ud. Wkwkw masalahnya kemanakah kerugiannya ituh. Kecuci kh,Bisa ga sita aja harta ybs buat mengembalikan ini jadi pemerintah gausah efisiensi budget disabilitas ga diturunin Danantara kalau mau dipaksain y ud Wkwkw masalahnya kemanakah kerugiannya ituh Kecuci kh,0,0,True
@FrediRandi4 Generasi muda makin terinspirasi dari langkah positif Presiden Prabowo bareng Joint Fund DanantaraKolaborasi Danantara bareng global keren banget Joint Fund Rp 67 5 T bukti nyata visi Presiden Prabowo berjalan maksimal,Generasi muda makin terinspirasi dari langkah positif Presiden Prabowo bareng Joint Fund DanantaraKolaborasi Danantara bareng global keren banget Joint Fund Rp 67 5 T bukti nyata visi Presiden Prabowo berjalan maksimal,1,1,True;
Kunci sukses ekonomi Indonesia? Danantara yang membawa inovasi untuk masa depan yang lebih cerah! #EkonomiIndonesia #Danantara https://t.co/sK5ptMG2pT,Kunci sukses ekonomi Indonesia Danantara yang membawa inovasi untuk masa depan yang lebih cerah EkonomiIndonesia Danantara,1,1,True;
bpi Danantara gerakan luar biasa bikin semua pihak berperan https://t.co/d3IWdxzysc,bpi Danantara gerakan luar biasa bikin semua pihak berperan,1,1,True;
@ApaAja39663 @takberkutip @sourrrsall bner org mantan koruptor pun ttp bisa nyalon sama masuk ke danantara krn dikita org yg waras masih kalah banyak sm orgil,bner org mantan koruptor pun ttp bisa nyalon sama masuk ke danantara krn dikita org yg waras masih kalah banyak sm orgil,0,0,True;
Berikut alasan Danantara mengeloka dana BUMN https://t.co/bkAMMI487b,Berikut alasan Danantara mengeloka dana BUMN,2,2,True;
Danantara tidak boleh terafiliasi politik... Bullshitt... https://t.co/gotMnMu5Cd,Danantara tidak boleh terafiliasi politik Bullshitt,0,0,True;
danantara otw 1400 T,danantara otw 1400 T,2,2,True;
Visi Presiden Prabowo nyata: Kerjasama Danantara hadirkan Joint Fund Rp 67 5 Triliun Rupiah. #DanantaraUntukIndonesia https://t.co/wZNkT2lrJa,Visi Presiden Prabowo nyata Kerjasama Danantara hadirkan Joint Fund Rp 67 5 Triliun Rupiah DanantaraUntukIndonesia,1,1,True;
@Ndons_Back @prabowo @are_inismyname @florieliciouss @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @IrawanRommi @DarekaRendy @jatmiko99604253 To the points aja danantara mau dikasih ke tangan siapa? Koruptor apa orang yg kompeten. Potensial nih jadi Mega skandal 2030.,To the points aja danantara mau dikasih ke tangan siapa Koruptor apa orang yg kompeten Potensial nih jadi Mega skandal 2030,0,0,True;
keren abis solusi masa depan dari Danantara https://t.co/72jy9n9cEx,keren abis solusi masa depan dari Danantara,1,1,True;
Inget Black rock dan Danantara? keknya alesan utamanya sih dimari. Black rock dan Israel tuh sohib artinya kalau mau Black rock gabung Danantara ya akui dulu dong Israel. Nah Palestina ini cuman jadi Bahasa untuk terlihat lebih win-win solution ajahh,Inget Black rock dan Danantara keknya alesan utamanya sih dimari Black rock dan Israel tuh sohib artinya kalau mau Black rock gabung Danantara ya akui dulu dong Israel Nah Palestina ini cuman jadi Bahasa untuk terlihat lebih winwin solution ajahh,0,0,True;
@BigAlphaID Terus portofolio Danantara nanti apa iya ga ada yang dimasukin ke instrumen saham gitu? ~,Terus portofolio Danantara nanti apa iya ga ada yang dimasukin ke instrumen saham gitu,2,2,True;
let see danantara ,let see danantara,2,2,True;
@JedTeguh03 Happy banget liat Presiden Prabowo kasih semangat buat Danantara,Happy banget liat Presiden Prabowo kasih semangat buat Danantara,1,1,True;
@ominggg9 Jadi masalah pertamina itu pengalihan isu danantara?,Jadi masalah pertamina itu pengalihan isu danantara,0,0,True;
@Serigala_Blue @Nariza09 @profesor_saham ada apa dgn Danantara ? peluang baru utk korupsi ? seandainya bener terjadi korupsi disana gk akan secepat itu semua mata msh tertuju dsana. kasus pertamina ini wajib di tuntaskan busuknya sdh terlalu lama &amp; uangnya gede bener anjirr.,ada apa dgn Danantara peluang baru utk korupsi seandainya bener terjadi korupsi disana gk akan secepat itu semua mata msh tertuju dsana kasus pertamina ini wajib di tuntaskan busuknya sdh terlalu lama dan uangnya gede bener anjirr,0,0,True
@CakKhum pengalihan isu Danantara,pengalihan isu Danantara,0,0,True;
Jauh sebelum Danantara rilis begitu gajian langsung tak pindah ke BCA wkwk,Jauh sebelum Danantara rilis begitu gajian langsung tak pindah ke BCA wkwk,0,0,True;
@JedTeguh03 Presiden Prabowo nggak setengah-setengah dalam ndorong Danantara inspiratif banget,Presiden Prabowo nggak setengahsetengah dalam ndorong Danantara inspiratif banget,1,1,True;
Danantara investasi cerdas untuk generasi mendatang #IndonesiaSehat #IndonesiaMaju #CekKesehatanGratis #TetapMaju https://t.co/1dpg3IL8Dh,Danantara investasi cerdas untuk generasi mendatang IndonesiaSehat IndonesiaMaju CekKesehatanGratis TetapMaju,1,1,True;
Kalau dilihat perbandingan total interaksi harian di semua platform yang dimonitor Drone Emprit tampak bahwa perhatian netizen terhadap Danantara tinggi dan terus tinggi namun terhadap Pertamina lebih tinggi lagi. Mungkin karena speechless. https://t.co/cLCvvDBVmk,Kalau dilihat perbandingan total interaksi harian di semua platform yang dimonitor Drone Emprit tampak bahwa perhatian netizen terhadap Danantara tinggi dan terus tinggi namun terhadap Pertamina lebih tinggi lagi Mungkin karena speechless,2,2,True;
Kabar Ray Dalio Batal Jadi Dewan Penasihat Danantara Ditepis Rosan https://t.co/CHALHA2XiG,Kabar Ray Dalio Batal Jadi Dewan Penasihat Danantara Ditepis Rosan,2,2,True;
2 Hal Ini Bisa Jadi Kunci Ekonomi RI Capai 8%. Pemerintah menargetkan pertumbuhan ekonomi RI mencapai 8% melalui FDI dan BP Danantara. https://t.co/dRpTihx381,2 Hal Ini Bisa Jadi Kunci Ekonomi RI Capai 8 Pemerintah menargetkan pertumbuhan ekonomi RI mencapai 8 melalui FDI dan BP Danantara,2,2,True;
Setidaknya dengan adanya Danantara Pertumbuhan ekonomi Indonesia bisalah kalau ke 6%,Setidaknya dengan adanya Danantara Pertumbuhan ekonomi Indonesia bisalah kalau ke 6,1,1,True;
@hendrikk168 @Lembayung071 @jokowi acara launching danantara sdh lama wkkwkwwkwk,acara launching danantara sdh lama wkkwkwwkwk,2,2,True;
anjing bat korupsi gede begini diungkapnya buat nutupin danantara,anjing bat korupsi gede begini diungkapnya buat nutupin danantara,0,0,True;
Pengelolaan aset negara kini semakin terstruktur dengan Danantara memastikan investasi yang lebih optimal dan daya saing ekonomi yang lebih kuat. https://t.co/7K8i22lgBn,Pengelolaan aset negara kini semakin terstruktur dengan Danantara memastikan investasi yang lebih optimal dan daya saing ekonomi yang lebih kuat,1,1,True;
Danantara Jangan Direcoki Kepentingan Politik https://t.co/1TvwUKaRc0,Danantara Jangan Direcoki Kepentingan Politik,1,1,True;
@reaareaa__ Presiden Prabowo sukses banget bikin Danantara makin eksis dan dihargai,Presiden Prabowo sukses banget bikin Danantara makin eksis dan dihargai,1,1,True;
@GenZNusantara Dengan IHSG naik seluruh pasar tergerak! Bimbingan Danantara dan langkah positif Himbara buat cerah,Dengan IHSG naik seluruh pasar tergerak Bimbingan Danantara dan langkah positif Himbara buat cerah,1,1,True;
Danantara ikut trend dunia https://t.co/8sViMaVsWK,Danantara ikut trend dunia,1,1,True;
@GenZNusantara BPI Danantara naikkan level kompetisi global kita yuk melesat,BPI Danantara naikkan level kompetisi global kita yuk melesat,1,1,True;
@tatszf @_nnylanv @tanyakanrl Btw antam masuk danantara gak sih?,Btw antam masuk danantara gak sih,2,2,True;
Sentimen positif Danantara membuat IHSG melonjak pasar modal menjadi optimis #DanantaraIndonesiaMaju #DanantaraUntukIndonesia #IndonesiaDanantaraMandiri #danantara #bpidanantara #ekonomi #masyarakatsejahtera #indonesiagelap #indonesia https://t.co/Efj6PnRmHn,Sentimen positif Danantara membuat IHSG melonjak pasar modal menjadi optimis DanantaraIndonesiaMaju DanantaraUntukIndonesia IndonesiaDanantaraMandiri danantara bpidanantara ekonomi masyarakatsejahtera indonesiagelap indonesia,1,1,True;
@moodtimeline Calon komisari danantara,Calon komisari danantara,2,2,True;
Danantara memiliki potensi besar untuk dongkrak ekonomi dan lapangan kerja https://t.co/BAUhIMvAif,Danantara memiliki potensi besar untuk dongkrak ekonomi dan lapangan kerja,1,1,True;
@HumorJonTampan Klo keuangan negara blom sehat. Kenapa dilakukan pemotongan anggaran nasional lalu diberikan ke Danantara. Sementara kualitas dan kinerja Danantara blom terbukti. Klo kerja itu dipikir pake otak bukan pake lubang pantat.,Klo keuangan negara blom sehat Kenapa dilakukan pemotongan anggaran nasional lalu diberikan ke Danantara Sementara kualitas dan kinerja Danantara blom terbukti Klo kerja itu dipikir pake otak bukan pake lubang pantat,0,0,True;
@TodungLubis Danantara bisa jadi kue besar yang siap dihabiskan oleh para big wolf Dunia keuangan. Mereka jauh lebih siap baik dari sisi SDM maupun teknologi. Atau mungkin Kita Hanya mampu menyewa baik SDM maupun perangkat mereka.,Danantara bisa jadi kue besar yang siap dihabiskan oleh para big wolf Dunia keuangan Mereka jauh lebih siap baik dari sisi SDM maupun teknologi Atau mungkin Kita Hanya mampu menyewa baik SDM maupun perangkat mereka,0,0,True;
Ray Dalio itu investor dan manager Hedge fund kelas dunia kalau sampai mundur jadi dewan penasihat danantara berarti memang pengurus danantara sulit dinasehati. Mending mundur daripada reputasi buruk karena pengelolaan danantara yang tak profesional https://t.co/oL81KnbBti,Ray Dalio itu investor dan manager Hedge fund kelas dunia kalau sampai mundur jadi dewan penasihat danantara berarti memang pengurus danantara sulit dinasehati Mending mundur daripada reputasi buruk karena pengelolaan danantara yang tak profesional,0,0,True;
Danantara Mendukung Kemajuan Perekonomian Indonesia #Fakta #CekFakta #BPIDanantara #Ekonomilndonesia #TerusTerang https://t.co/3JrScZ3h3T,Danantara Mendukung Kemajuan Perekonomian Indonesia Fakta CekFakta BPIDanantara Ekonomilndonesia TerusTerang,1,1,True;
@pelrwira Pertamina sama danantara,Pertamina sama danantara,2,2,True;
@KangManto123 Mungkin sudah tahu cuma mau diperalat.. banyak koruptor di dalamnya.. apalagi ada orang terkorup di dunia di Danantara https://t.co/a8pBy9aFGq,Mungkin sudah tahu cuma mau diperalat banyak koruptor di dalamnya apalagi ada orang terkorup di dunia di Danantara,0,0,True;
@narkosun Lalu dimasukkan ke Danantara... Dikelola oleh tikus2 untuk tikus2,Lalu dimasukkan ke Danantara Dikelola oleh tikus2 untuk tikus2,0,0,True;
Tokoh yang kalau ditanyain ke orang Thailand maka jawabannya sangat terpolarisasi. Ada yang sangat memuja Ada yang sangat membenci Thaksin Shinawatra Sekarang jadi Penasihat Danantara. Kita kupas sejarahnya... https://t.co/pDlmkc1P2Z,Tokoh yang kalau ditanyain ke orang Thailand maka jawabannya sangat terpolarisasi Ada yang sangat memuja Ada yang sangat membenci Thaksin Shinawatra Sekarang jadi Penasihat Danantara Kita kupas sejarahnya,2,2,True;
Raksasa tambang &amp; metalurgi Perancis Eramet menandatangani MoU mengenai supply baterai berbahan baku nikel dgn Danantara dan INA pd kunjungan Presiden Macron Rabu lalu. Saat ini Eramet menjalankan JV tambang nikel Weda Bay di Halmahera yg merupakan 17% dari supply global.,Raksasa tambang dan metalurgi Perancis Eramet menandatangani MoU mengenai supply baterai berbahan baku nikel dgn Danantara dan INA pd kunjungan Presiden Macron Rabu lalu Saat ini Eramet menjalankan JV tambang nikel Weda Bay di Halmahera yg merupakan 17 dari supply global,2,2,True
@Zay34562 Lagi rame Danantara tiba-tiba muncul kasus RON 90 92. Itu artinya rezim Jokowi gudang koruptor rongsokan. Ini sangat berbahaya bagi masa depan Indonesia. Tidak ada persatuan tanpa keadilan #DanantaraKaramkanNKRI #DanantaraKaramkanNKRI https://t.co/nRJmjfBiZV,Lagi rame Danantara tibatiba muncul kasus RON 90 92 Itu artinya rezim Jokowi gudang koruptor rongsokan Ini sangat berbahaya bagi masa depan Indonesia Tidak ada persatuan tanpa keadilan DanantaraKaramkanNKRI DanantaraKaramkanNKRI,0,0,True;
@reaareaa__ Presiden Prabowo tau banget caranya dorong inovasi dukungan beliau buat Danantara inspiratif,Presiden Prabowo tau banget caranya dorong inovasi dukungan beliau buat Danantara inspiratif,1,1,True;
@reaareaa__ Presiden Prabowo dukung Danantara udah kayak partner kolaborasi strategis aja,Presiden Prabowo dukung Danantara udah kayak partner kolaborasi strategis aja,1,1,True;
@blue_berets7 ASING ASENG ASING ASENG... SEPAKBOLA AJA IMPORT ORANG ASING DANANTARA IMPORT JG ORANG ASING MANTAN BURONAN PULAK ..,ASING ASENG ASING ASENG SEPAKBOLA AJA IMPORT ORANG ASING DANANTARA IMPORT JG ORANG ASING MANTAN BURONAN PULAK,0,0,True;
Pemerintah disebut menyiapkan badan usaha milik negara untuk menyelamatkan PT Sri Rejeki Isman Tbk (Sritex). Muncul opsi di bawah investasi Danantara. #tempodotco #tempo #nasib #Sritex #pailit #industri https://t.co/8n7hGG9L6l,Pemerintah disebut menyiapkan badan usaha milik negara untuk menyelamatkan PT Sri Rejeki Isman Tbk Sritex Muncul opsi di bawah investasi Danantara tempodotco tempo nasib Sritex pailit industri,2,2,True;
@Mdy_Asmara1701 BISA SAJA TUTUP KARENA MAU PINDAH INVESTMENT KE DANANTARA.,BISA SAJA TUTUP KARENA MAU PINDAH INVESTMENT KE DANANTARA,2,2,True;
@Ary_PrasKe2 @Anak__Ogi @AntoniusCDN @becak50 @ch_chotimah2 @jhonsitorus_19 @kenhans03 @newIding30 @NgkongRoses @PakKarti @S4N_W1B1 Dan akhirnya DUGAAN ku benar merampok dgn dalih membantu dan di jadikan dana talangan duit DANANTARA. emang BANGSATTT.,Dan akhirnya DUGAAN ku benar merampok dgn dalih membantu dan di jadikan dana talangan duit DANANTARA emang BANGSATTT,0,0,True;
Maksud bapak yang ini? Lah yang join Danantara persetujuan siapa? . . . Indonesia Gelap | Kawal sampai Menang #CabutUUTNI #TolakRUUPolri https://t.co/HsBJaGsTZk,Maksud bapak yang ini Lah yang join Danantara persetujuan siapa Indonesia Gelap Kawal sampai Menang CabutUUTNI TolakRUUPolri,0,0,True;
Danantara fondasi baru investasi nasional. Teknologi transparansi dan integrasi jadi kunci pengelolaan optimal demi Indonesia yang maju. #BPIDanantara #SektorStrategis #VisiIndonesia https://t.co/re8Ksr6sDu,Danantara fondasi baru investasi nasional Teknologi transparansi dan integrasi jadi kunci pengelolaan optimal demi Indonesia yang maju BPIDanantara SektorStrategis VisiIndonesia,1,1,True;
Biasanya tagline konoha tuh kalo ga jawacentric ya nuswantara. Danantara ini lebih deket ke nama judol sih.,Biasanya tagline konoha tuh kalo ga jawacentric ya nuswantara Danantara ini lebih deket ke nama judol sih,0,0,True;
Kekuatan ekonomi baru Indonesia siap bersaing global! #Danantara #EkonomiTumbuh https://t.co/FuFMrNAjSX,Kekuatan ekonomi baru Indonesia siap bersaing global Danantara EkonomiTumbuh,1,1,True;
@reaareaa__ Seneng lihat Presiden Prabowo langsung turun tangan kasih dukungan ke Danantara,Seneng lihat Presiden Prabowo langsung turun tangan kasih dukungan ke Danantara,1,1,True;
APA ITU DANANTARA?? Read more: https://t.co/1fSlaCOxDr #KenaikanYesusKristus #ForumInternasionalPrabowo Alhamdulillah #SuaraBatak #BatakBerbicara #TapanuliVoice #Innovation #AI #Breakingnews #DigitalNews #JKTInfo #KritikPemerintahan #WongCilik #JakartaHits #WeLoveJakarta https://t.co/gBEocQghxy,APA ITU DANANTARA Read more KenaikanYesusKristus ForumInternasionalPrabowo Alhamdulillah SuaraBatak BatakBerbicara TapanuliVoice Innovation AI Breakingnews DigitalNews JKTInfo KritikPemerintahan WongCilik JakartaHits WeLoveJakarta,2,2,True;
@adysufardyrifai @satriohendri Jangankan kebijakan. Prabowo mengeluarkan statement untuk membuat Danantara saja sudah dapat persepsi negatif.,Jangankan kebijakan Prabowo mengeluarkan statement untuk membuat Danantara saja sudah dapat persepsi negatif,2,2,True;
Lengkap! Hashim Bocorkan Target Prabowo Erick &amp; Rosan Jawab Danantara https://t.co/haRSMhJaFY,Lengkap Hashim Bocorkan Target Prabowo Erick dan Rosan Jawab Danantara,2,2,True
Hashim Kasih Bocoran Duit Danantara Akan Dipakai Buat Ini https://t.co/g8Erv04Uck,Hashim Kasih Bocoran Duit Danantara Akan Dipakai Buat Ini,2,2,True;
@GenZNusantara Saham tumbuh subur IHSG makin kuat. Kepastian di Danantara dan hasil oke RUPST Himbara memacu optimisme,Saham tumbuh subur IHSG makin kuat Kepastian di Danantara dan hasil oke RUPST Himbara memacu optimisme,1,1,True;
Sejumlah Program Presiden Prabowo Tengah Berjalan Danantara hingga Bank Emas https://t.co/tLKSr6IDp0,Sejumlah Program Presiden Prabowo Tengah Berjalan Danantara hingga Bank Emas,2,2,True;
Profil Ray Dalio Miliarder yang Batal Jadi Penasihat Danantara https://t.co/m5VxygZABH,Profil Ray Dalio Miliarder yang Batal Jadi Penasihat Danantara,2,2,True;
@Frimawan Dana danantara,Dana danantara,2,2,True;
Terpantau rekam jejak salah satu Dewan Penasihat Danantara https://t.co/uf5QEvA5BT,Terpantau rekam jejak salah satu Dewan Penasihat Danantara,2,2,True;
@TOM5helby Tunggu dulu danantara ,Tunggu dulu danantara,2,2,True;
@KangManto123 paman Ray saat melihat draft danantara: https://t.co/mgR3BMmpuk,paman Ray saat melihat draft danantara,2,2,True;
@GenZNusantara Dengan strategi Danantara Indonesia siap saing global keren banget cara kita maju,Dengan strategi Danantara Indonesia siap saing global keren banget cara kita maju,1,1,True;
Banyak isu2 penting yg ketutup krn pemberitaan korupsi dimana2 Jangan lupa efisiensi yg acak2an ini diperhatiin jumlah K/L ditambah sementara K/L yg berkaitan sama kepentingan rakyat dananya dipangkas habis2an belum lagi tntg danantara apa lah itu Jgn lengah guys ,Banyak isu2 penting yg ketutup krn pemberitaan korupsi dimana2 Jangan lupa efisiensi yg acak2an ini diperhatiin jumlah KL ditambah sementara KL yg berkaitan sama kepentingan rakyat dananya dipangkas habis2an belum lagi tntg danantara apa lah itu Jgn lengah guys,0,0,True;
@JedTeguh03 Terima kasih Presiden Prabowo selalu percaya Danantara dan generasi muda,Terima kasih Presiden Prabowo selalu percaya Danantara dan generasi muda,1,1,True;
@JedTeguh03 Luar biasa lihat Presiden Prabowo berperan aktif bantu Danantara,Luar biasa lihat Presiden Prabowo berperan aktif bantu Danantara,1,1,True;
@GenZNusantara IHSG terus bergerak naik bikin kepercayaan investor kian solid. Kejelasan manajemen Danantara dan hasil bagus RUPST Himbara,IHSG terus bergerak naik bikin kepercayaan investor kian solid Kejelasan manajemen Danantara dan hasil bagus RUPST Himbara,1,1,True;
Walau Sambut Baik Kehadiran Danantara Partai Buruh Ragukan Para Pemimpinnya via @kedaipenacom https://t.co/As1PRf1H9S,Walau Sambut Baik Kehadiran Danantara Partai Buruh Ragukan Para Pemimpinnya via,2,2,True;
@reaareaa__ Support President Prabowo ke Danantara jadi bukti kalo pemerintah serius majukan teknologi lokal,Support President Prabowo ke Danantara jadi bukti kalo pemerintah serius majukan teknologi lokal,1,1,True;
@bankmandiri Ayo tarik semua saldo kalian sebelum dipake Buat Danantara,Ayo tarik semua saldo kalian sebelum dipake Buat Danantara,0,0,True;
Danantara sebuah konsep ambisius sebagai superholding BUMN telah memicu perdebatan luas terkait potensi dan tantangannya. Dengan nilai aset yang luar biasa Rp9.400 triliun tujuan utamanya adalah meningkatkan efisiensi dan daya saing BUMN di level global. Jika terealisasi https://t.co/9EuGwvtkt6,Danantara sebuah konsep ambisius sebagai superholding BUMN telah memicu perdebatan luas terkait potensi dan tantangannya Dengan nilai aset yang luar biasa Rp9400 triliun tujuan utamanya adalah meningkatkan efisiensi dan daya saing BUMN di level global Jika terealisasi,2,2,True;
